"unique_NM","gene","code"
"NM_001010930","Mrps33",9
"NM_010270","Mrps33",3
"NM_023260","Mrps34",0
"NM_145573","Mrps35",0
"NM_025369","Mrps36",0
"NM_001190264","Mrps36",0
"NM_029963","Mrps5",1
"NM_080456","Mrps6",0
"NM_025305","Mrps7",0
"NM_023514","Mrps9",0
"NM_026422","Mrrf",0
"NM_001013389","Mrs2",0
"NM_023536","Mrto4",0
"NM_001290810","Mrto4",0
"NM_194464","Mrvi1",111
"NM_010826","Mrvi1",110
"NM_007641","Ms4a1",0
"NM_023529","Ms4a10",11
"NM_198224","Ms4a13",0
"NM_001034898","Ms4a15",0
"NM_001251849","Ms4a18",0
"NM_001276329","Ms4a2",999
"NM_001276330","Ms4a2",300
"NM_013516","Ms4a2",320
"NM_001276328","Ms4a2",391
"NM_133246","Ms4a3",0
"NM_021718","Ms4a4b",0
"NM_029499","Ms4a4c",0
"NM_025658","Ms4a4d",0
"NM_183190","Ms4a5",0
"NM_027209","Ms4a6b",0
"NM_001166376","Ms4a6c",0
"NM_028595","Ms4a6c",0
"NM_026835","Ms4a6d",0
"NM_001276398","Ms4a7",1
"NM_027836","Ms4a7",1
"NM_001025610","Ms4a7",9
"NM_022430","Ms4a8a",0
"NM_207277","Msantd1",0
"NM_146222","Msantd2",1
"NM_001145925","Msantd3",0
"NM_001145924","Msantd3",0
"NM_028137","Msantd3",0
"NM_145609","Msantd4",0
"NM_010827","Msc",0
"NM_019544","Msgn1",0
"NM_008628","Msh2",1
"NM_010829","Msh3",1
"NM_001282054","Msh4",0
"NM_031870","Msh4",0
"NM_001146215","Msh5",11
"NM_013600","Msh5",11
"NM_010830","Msh6",0
"NM_008629","Msi1",1
"NM_054043","Msi2",1
"NM_001201341","Msi2",0
"NM_028722","Msl1",1
"NM_001100451","Msl2",0
"NM_010832","Msl3",0
"NM_001163833","Msl3l2",0
"NM_018857","Msln",11
"NM_177822","Mslnl",1
"NM_020597","Msmb",0
"NM_025436","Msmo1",1
"NM_001099314","Msmp",0
"NM_010833","Msn",1
"NM_001113326","Msr1",0
"NM_031195","Msr1",0
"NM_001253712","Msra",1
"NM_001253715","Msra",9
"NM_001253716","Msra",1
"NM_026322","Msra",11
"NM_001253714","Msra",90
"NM_013759","Msrb1",0
"NM_029619","Msrb2",0
"NM_177092","Msrb3",0
"NM_029104","Mss51",1
"NM_008243","Mst1",0
"NM_009074","Mst1r",9
"NR_109782","Mst1r",3
"NM_001287261","Mst1r",0
"NM_010834","Mstn",0
"NM_144898","Msto1",0
"NM_010835","Msx1",0
"NR_027920","Msx1os",0
"NM_013601","Msx2",0
"NM_010836","Msx3",0
"NM_013602","Mt1",1
"NM_008630","Mt2",1
"NM_013603","Mt3",0
"NM_008631","Mt4",0
"NM_054081","Mta1",111
"NM_011842","Mta2",1
"NM_001171052","Mta3",9911
"NM_054082","Mta3",9191
"NM_001171054","Mta3",9911
"NM_001171053","Mta3",1919
"NR_015480","Mtag2",0
"NR_027802","Mtag2",0
"NM_024433","Mtap",0
"NM_177293","Mtap7d3",0
"NM_134092","Mtbp",0
"NM_001168250","Mtbp",0
"NM_019880","Mtch1",0
"NM_019758","Mtch2",1
"NM_001114098","Mtcl1",1
"NM_172963","Mtcl1",9
"NM_010839","Mtcp1",1
"NM_001039373","Mtcp1",0
"NM_026002","Mtdh",111
"NM_001013023","Mterf1a",3
"NM_172135","Mterf1a",9
"NM_001042670","Mterf1b",0
"NM_025547","Mterfd1",0
"NM_178051","Mterfd2",0
"NM_028832","Mterfd3",0
"NM_008636","Mtf1",1
"NM_001253879","Mtf2",4910
"NM_001253877","Mtf2",4110
"NM_001253880","Mtf2",10
"NR_045608","Mtf2",9011
"NM_013827","Mtf2",4910
"NM_001253878","Mtf2",4010
"NM_027134","Mtfmt",0
"NM_026443","Mtfp1",0
"NM_001253390","Mtfr1",99
"NM_001253391","Mtfr1",39
"NR_045575","Mtfr1",1
"NM_026182","Mtfr1",9
"NM_001256112","Mtfr1l",0
"NM_029759","Mtfr1l",0
"NM_027930","Mtfr2",1
"NM_199301","Mtg1",1
"NM_028422","Mtg2",10910
"NM_001083329","Mtg2",19090
"NM_181424","Mtg2",10101
"NM_001083328","Mtg2",11009
"NM_138745","Mthfd1",0
"NM_001170785","Mthfd1l",1
"NM_001170786","Mthfd1l",91
"NM_172308","Mthfd1l",21
"NM_008638","Mthfd2",0
"NM_026788","Mthfd2l",1
"NM_010840","Mthfr",4
"NM_001161798","Mthfr",4
"NR_027809","Mthfr",9
"NM_026829","Mthfs",1
"NM_001166482","Mthfsd",991
"NM_172761","Mthfsd",431
"NM_001282119","Mtif2",990919
"NM_001282118","Mtif2",309919
"NM_133767","Mtif2",33919
"NM_001282120","Mtif2",33391
"NM_029581","Mtif3",90
"NM_001256100","Mtif3",10
"NM_001256101","Mtif3",1
"NM_001256102","Mtif3",9
"NM_001039658","Mtl5",0
"NM_001039657","Mtl5",0
"NM_001286557","Mtl5",1
"NM_001286558","Mtl5",9
"NM_001164190","Mtm1",11
"NM_001164193","Mtm1",0
"NM_001164191","Mtm1",11
"NM_001164192","Mtm1",19
"NM_019926","Mtm1",11
"NM_016985","Mtmr1",1
"NM_172742","Mtmr10",0
"NM_181409","Mtmr11",0
"NM_172958","Mtmr12",111
"NM_026849","Mtmr14",111
"NR_024025","Mtmr2",1
"NM_023858","Mtmr2",9
"NM_028860","Mtmr3",1
"NM_133215","Mtmr4",1
"NM_144843","Mtmr6",0
"NM_001040699","Mtmr7",1
"NM_177594","Mtmr9",0
"NM_008639","Mtnr1a",0
"NM_145712","Mtnr1b",0
"NM_026658","Mto1",1
"NM_020009","Mtor",11
"NM_026157","Mtpap",10
"NM_008098","Mtpn",0
"NM_001081128","Mtr",1
"NM_145960","Mtrf1",0
"NM_175374","Mtrf1l",0
"NM_172480","Mtrr",1
"NM_001146180","Mtss1",310
"NM_144800","Mtss1",901
"NM_198625","Mtss1l",0
"NM_001163457","Mttp",0
"NM_008642","Mttp",0
"NM_001289741","Mturn",0
"NM_001289740","Mturn",0
"NM_001005865","Mtus1",0
"NM_001005863","Mtus1",0
"NM_001286413","Mtus1",0
"NM_001005864","Mtus1",0
"NM_029920","Mtus2",0
"NM_001161824","Mtx1",1
"NM_013604","Mtx1",1
"NM_016804","Mtx2",0
"NM_001162945","Mtx3",1
"NM_013605","Muc1",1
"NM_010739","Muc13",0
"NM_001290786","Muc15",9
"NM_172979","Muc15",2
"NM_207243","Muc19",0
"NM_023566","Muc2",0
"NM_001145874","Muc20",0
"NM_146071","Muc20",0
"NM_080457","Muc4",0
"NM_010844","Muc5ac",0
"NM_028801","Muc5b",0
"NM_181729","Muc6",0
"NM_009268","Mucl1",1
"NR_027619","Mug-ps1",0
"NM_008645","Mug1",0
"NM_008646","Mug2",0
"NM_026689","Mul1",0
"NM_023431","Mum1",1
"NM_175541","Mum1l1",19
"NM_001164630","Mum1l1",11
"NM_001164631","Mum1l1",9900
"NM_001164632","Mum1l1",29100
"NM_001164633","Mum1l1",91900
"NM_031188","Mup1",9
"NM_001163011","Mup1",2
"NM_001163010","Mup1",0
"NM_001122647","Mup10",0
"NM_001164526","Mup11",0
"NM_001199995","Mup12",0
"NM_001134674","Mup13",0
"NM_001199999","Mup14",0
"NM_001200004","Mup15",0
"NM_001200004_1","Mup15",0
"NM_001199936","Mup16",0
"NM_001200006","Mup17",0
"NM_001135127","Mup19",0
"NM_001286096","Mup2",90
"NM_008647","Mup2",10
"NM_001045550_2","Mup2",10
"NM_008647_2","Mup2",1
"NM_001286096_1","Mup2",9
"NM_001045550","Mup2",1
"NM_001286096_2","Mup2",900
"NM_008647_1","Mup2",100
"NM_001045550_1","Mup2",100
"NM_001012323","Mup20",0
"NM_001009550","Mup21",0
"NM_001039544","Mup3",0
"NM_008648","Mup4",0
"NM_008649","Mup5",0
"NM_001081285","Mup6",0
"NM_001134675","Mup7",0
"NM_001134676","Mup8",0
"NM_001281979","Mup9",0
"NM_026509","Murc",0
"NM_027877","Mus81",0
"NM_010944","Musk",19
"NM_001037130","Musk",99
"NM_001037127","Musk",11
"NM_001037129","Musk",91
"NM_001037128","Musk",11
"NM_001165996","Musk",9
"NM_181390","Mustn1",0
"NM_008650","Mut",0
"NM_133250","Mutyh",9
"NM_001159581","Mutyh",1
"NM_028617","Mvb12a",11
"NM_175184","Mvb12b",0
"NM_138656","Mvd",9
"NR_028354","Mvd",1
"NM_023556","Mvk",0
"NM_080638","Mvp",0
"NR_003520","Mx1",9
"NM_010846","Mx1",10
"NR_003508","Mx2",0
"NM_013606","Mx2",0
"NM_010751","Mxd1",1010
"NM_016662","Mxd3",0
"NM_010753","Mxd4",1
"NM_001008542","Mxi1",0
"NM_010847","Mxi1",0
"NM_001008543","Mxi1",0
"NM_026280","Mxra7",0
"NM_024263","Mxra8",0
"NM_001093764","Myadm",0
"NM_016969","Myadm",0
"NM_001093765","Myadm",0
"NM_001093766","Myadm",0
"NM_001204820","Myadml2",9
"NM_026751","Myadml2",4
"NM_001198914","Myb",1
"NM_010848","Myb",9
"NM_016776","Mybbp1a",0
"NM_001290397","Mybl1",9
"NM_008651","Mybl1",1
"NM_008652","Mybl2",0
"NM_175418","Mybpc1",1191
"NM_001252372","Mybpc1",9110
"NM_146189","Mybpc2",0
"NM_008653","Mybpc3",0
"NM_016749","Mybph",0
"NM_026831","Mybphl",0
"NM_001177352","Myc",0
"NM_001177354","Myc",0
"NM_010849","Myc",0
"NM_001177353","Myc",0
"NM_019660","Mycbp",0
"NM_207215","Mycbp2",11111
"NM_170671","Mycbpap",0
"NM_008506","Mycl",0
"NM_008709","Mycn",0
"NM_010850","Mycs",0
"NM_026793","Myct1",0
"NM_010851","Myd88",1
"NM_001162417","Myef2",110
"NM_001162418","Myef2",1990
"NM_010852","Myef2",1190
"NR_028108","Myeov2",0
"NM_001163425","Myeov2",1
"NM_008656","Myf5",0
"NM_008657","Myf6",0
"NM_021713","Myg1",0
"NM_030679","Myh1",0
"NM_175260","Myh10",0
"NM_001161775","Myh11",91
"NM_013607","Myh11",11
"NM_001081250","Myh13",0
"NM_001271538","Myh14",19
"NM_001271540","Myh14",91
"NM_028021","Myh14",99
"NM_001166210","Myh15",1011
"NM_001039545","Myh2",0
"NM_001099635","Myh3",0
"NM_010855","Myh4",0
"NM_001164171","Myh6",2
"NM_010856","Myh6",9
"NM_080728","Myh7",0
"NM_001085378","Myh7b",1
"NM_177369","Myh8",0
"NM_022410","Myh9",11
"NM_001113387","Myl1",1
"NM_021285","Myl1",0
"NM_021611","Myl10",1
"NM_001085387","Myl10",1
"NM_026064","Myl12a",0
"NM_023402","Myl12b",0
"NM_010861","Myl2",0
"NM_010859","Myl3",0
"NM_010858","Myl4",0
"NM_010860","Myl6",1
"NM_172259","Myl6b",0
"NM_022879","Myl7",0
"NM_172118","Myl9",0
"NM_153789","Mylip",0
"NM_139300","Mylk",11
"NM_001081044","Mylk2",0
"NM_175441","Mylk3",0
"NM_001166030","Mylk4",0
"NM_016754","Mylpf",0
"NM_001289622","Mynn",911
"NM_030557","Mynn",311
"NM_001289621","Mynn",391
"NM_001289623","Mynn",991
"NM_019472","Myo10",1
"NM_182698","Myo15",1991
"NM_010862","Myo15",1111
"NM_001103171","Myo15",1191
"NM_001081397","Myo16",0
"NM_001291212","Myo18a",9019
"NM_011586","Myo18a",99
"NM_001291213","Myo18a",3091
"NM_001291214","Myo18a",900
"NM_001291215","Myo18a",9100
"NM_028901","Myo18b",0
"NM_025414","Myo19",0
"NM_001081219","Myo1a",1
"NM_001290982","Myo1b",9090
"NM_001161817","Myo1b",101
"NM_010863","Myo1b",910
"NM_008659","Myo1c",0
"NM_001080774","Myo1c",0
"NM_001080775","Myo1c",0
"NM_177390","Myo1d",0
"NM_181072","Myo1e",0
"NM_053214","Myo1f",0
"NM_178440","Myo1g",1
"NM_001164573","Myo1h",1
"NM_148413","Myo3a",0
"NM_177376","Myo3b",111101110
"NM_010864","Myo5a",11
"NM_201600","Myo5b",0
"NM_001081322","Myo5c",0
"NM_001039546","Myo6",1
"NM_001256082","Myo7a",91
"NM_001256083","Myo7a",99
"NM_001256081","Myo7a",29
"NM_008663","Myo7a",99
"NM_032394","Myo7b",0
"NM_173018","Myo9a",1111
"NM_001142322","Myo9b",421
"NM_015742","Myo9b",999
"NM_001142323","Myo9b",499
"NM_010865","Myoc",0
"NM_145136","Myocd",1
"NM_146386","Myocd",9
"NM_010866","Myod1",0
"NM_001099634","Myof",1
"NM_031189","Myog",0
"NM_001083934","Myom1",9
"NM_010867","Myom1",1
"NM_008664","Myom2",1
"NM_001085509","Myom3",0
"NM_001033621","Myot",0
"NM_021508","Myoz1",0
"NM_021503","Myoz2",0
"NM_133363","Myoz3",0
"NM_182992","Mypn",0
"NM_145579","Mypop",0
"NM_001033481","Myrf",0
"NM_001033333","Myrfl",0
"NM_144557","Myrip",0
"NM_177239","Mysm1",1
"NM_001171615","Myt1",1
"NM_008665","Myt1",1
"NM_001171616","Myt1",9
"NM_001171680","Myt1",1
"NM_008666","Myt1l",0
"NM_001093775","Myt1l",0
"NM_001093778","Myt1l",0
"NM_001093776","Myt1l",0
"NM_001033208","Myzap",1
"NM_027222","Mzb1",0
"NM_001290453","Mzf1",11
"NM_145819","Mzf1",91
"NM_001290452","Mzf1",99
"NM_175245","Mzt1",0
"NM_029354","Mzt2",0
"NM_172690","N28178",0
"NM_030563","N4bp1",1
"NM_001024917","N4bp2",101
"NM_133898","N4bp2l1",1
"NM_201369","N4bp2l2",101
"NM_145974","N4bp3",0
"NM_026366","N6amt1",1
"NM_001159331","N6amt1",19
"NM_026526","N6amt2",0
"NM_019870","Naa10",9
"NM_001177965","Naa10",2
"NM_001033191","Naa11",0
"NM_053089","Naa15",1
"NM_025832","Naa16",11
"NM_026425","Naa20",3
"NM_001141965","Naa20",9
"NM_172722","Naa25",0
"NM_001081430","Naa30",0
"NM_030153","Naa35",0
"NM_030083","Naa38",0
"NM_027643","Naa40",1
"NM_028108","Naa50",10
"NM_029090","Naa60",1
"NM_001290689","Naa60",9
"NM_025972","Naaa",119
"NM_001163687","Naaa",191
"NM_028279","Naalad2",0
"NM_001009546","Naaladl1",0
"NM_008667","Nab1",0
"NM_001122895","Nab2",9
"NM_008668","Nab2",1
"NM_028696","Nabp1",1
"NM_027257","Nabp2",0
"NM_013608","Naca",991
"NM_001282976","Naca",201
"NM_001113199","Naca",911
"NM_001081652","Nacad",0
"NM_025788","Nacc1",0
"NM_001037098","Nacc2",1
"NM_026495","Nacc2",1
"NM_138671","Nadk",10
"NM_001159637","Nadk",11
"NM_001286255","Nadk2",199
"NM_001085410","Nadk2",111
"NM_001286253","Nadk2",91
"NM_001040395","Nadk2",191
"NM_030221","Nadsyn1",111
"NM_144931","Nae1",1
"NM_001163564","Naf1",0
"NM_008669","Naga",1111
"NM_019542","Nagk",1
"NM_001164187","Nagk",1
"NM_013792","Naglu",0
"NR_027804","Nagpa",4
"NM_013796","Nagpa",9
"NM_145829","Nags",0
"NM_194335","Naif1",0
"NM_008670","Naip1",0
"NM_001126182","Naip2",9011
"NM_010872","Naip2",3011
"NM_010870","Naip5",0
"NM_010871","Naip6",1
"NM_021545","Naip7",0
"NM_177393","Nalcn",0
"NM_021524","Nampt",11
"NM_001289831","Nanog",0
"NM_001289830","Nanog",9
"NM_001289828","Nanog",4
"NM_028016","Nanog",4
"NM_178421","Nanos1",0
"NM_194064","Nanos2",0
"NM_194059","Nanos3",0
"NM_026086","Nanp",0
"NM_053179","Nans",0
"NM_015781","Nap1l1",0
"NM_001146707","Nap1l1",0
"NM_008671","Nap1l2",0
"NM_138742","Nap1l3",0
"NM_001285489","Nap1l4",90111
"NM_008672","Nap1l4",10111
"NM_001285490","Nap1l4",90111
"NM_021432","Nap1l5",0
"NM_025898","Napa",110
"NM_019632","Napb",0
"NM_178728","Napepld",0
"NM_028017","Napg",0
"NM_172607","Naprt1",0
"NM_008437","Napsa",0
"NM_026272","Narf",0
"NM_026238","Narfl",1
"NM_145618","Narg2",1
"NM_001142950","Nars",1
"NM_027350","Nars",1
"NM_153591","Nars2",11
"NM_001284229","Nasp",909100
"NM_016777","Nasp",101001
"NM_001081475","Nasp",901010
"NM_008673","Nat1",0
"NM_153126","Nat10",0
"NM_201355","Nat14",0
"NM_001168577","Nat2",0
"NM_010874","Nat2",0
"NM_008674","Nat3",0
"NM_019750","Nat6",0
"NM_023455","Nat8",0
"NM_001001985","Nat8l",0
"NM_025400","Nat9",0
"NM_173437","Nav1",0
"NM_001111016","Nav2",0
"NM_175272","Nav2",0
"NM_001081035","Nav3",1
"NM_027706","Nbas",0
"NM_030595","Nbea",0
"NM_173444","Nbeal1",111
"NM_183276","Nbeal2",1
"NM_008675","Nbl1",0
"NM_013752","Nbn",0
"NM_001252220","Nbr1",11001
"NM_001252222","Nbr1",91001
"NM_001252223","Nbr1",10109
"NM_008676","Nbr1",11001
"NM_001170867","Ncald",1
"NM_134094","Ncald",0
"NM_001170868","Ncald",9
"NM_001170866","Ncald",0
"NM_001081445","Ncam1",9
"NM_001113204","Ncam1",1
"NM_010875","Ncam1",0
"NM_001113208","Ncam2",0
"NM_010954","Ncam2",0
"NM_007789","Ncan",0
"NM_146171","Ncapd2",11
"NM_178113","Ncapd3",11
"NM_019438","Ncapg",0
"NM_133762","Ncapg2",11
"NM_144818","Ncaph",0
"NM_001271600","Ncaph2",990
"NR_073376","Ncaph2",39
"NM_001115132","Ncaph2",303
"NM_001271601","Ncaph2",303
"NM_001033201","Ncbp1",0
"NM_026554","Ncbp2",0
"NM_001081115","Nccrp1",0
"NM_011986","Ncdn",1
"NM_178772","Nceh1",0
"NR_104383","Ncf1",110
"NM_001286037","Ncf1",3110
"NM_010876","Ncf1",9110
"NM_010877","Ncf2",1
"NM_008677","Ncf4",1
"NM_010878","Nck1",0
"NM_010879","Nck2",0
"NM_001290745","Nckap1",1111
"NM_016965","Nckap1",1191
"NM_153505","Nckap1l",0
"NM_001081756","Nckap5",1
"NM_172484","Nckap5",1
"NM_176957","Nckap5",9
"NM_001001884","Nckap5l",1
"NM_030729","Nckipsd",0
"NM_010880","Ncl",11
"NM_134009","Ncln",0
"NM_001168500","Ncmap",0
"NM_001243306","Ncmap",10
"NM_145555","Ncmap",90
"NM_001243305","Ncmap",9
"NM_181047","Ncmap",90
"NM_001168498","Ncmap",1
"NM_010881","Ncoa1",111
"NM_008678","Ncoa2",11
"NM_001077695","Ncoa2",19
"NM_008679","Ncoa3",11
"NM_001033988","Ncoa4",0
"NM_001284319","Ncoa4",0
"NM_019744","Ncoa4",1
"NM_144892","Ncoa5",1
"NM_019825","Ncoa6",11
"NM_001242558","Ncoa6",19
"NM_172495","Ncoa7",1
"NM_001111267","Ncoa7",1
"NM_011308","Ncor1",399991
"NM_001252313","Ncor1",933219
"NM_177229","Ncor1",0
"NM_001253905","Ncor2",190111
"NM_011424","Ncor2",100119
"NM_001253904","Ncor2",119110
"NM_010746","Ncr1",0
"NM_019681","Ncs1",0
"NM_021607","Ncstn",0
"NR_002452","Nctc1",0
"NM_028355","Ndc1",1
"NM_023294","Ndc80",0
"NM_001114085","Nde1",9901
"NM_001285504","Nde1",299
"NM_023317","Nde1",291
"NM_001285503","Nde1",2021
"NM_023668","Ndel1",11
"NM_022996","Ndfip1",1
"NM_029561","Ndfip2",201
"NM_001190989","Ndfip2",901
"NM_010882","Ndn",0
"NM_172399","Ndnf",0
"NM_023239","Ndnl2",0
"NM_001252542","Ndor1",31
"NM_001252541","Ndor1",90
"NM_001082476","Ndor1",91
"NM_010883","Ndp",0
"NM_008681","Ndrg1",0
"NM_013864","Ndrg2",11
"NM_001145959","Ndrg2",91
"NM_180956","Ndrg3",111
"NM_013865","Ndrg3",191
"NM_001195006","Ndrg4",1
"NM_145602","Ndrg4",9
"NM_008306","Ndst1",0
"NM_010811","Ndst2",0
"NM_031186","Ndst3",0
"NM_022565","Ndst4",0
"NM_019443","Ndufa1",0
"NM_024197","Ndufa10",0
"NM_027244","Ndufa11",1
"NM_025551","Ndufa12",0
"NM_023312","Ndufa13",0
"NM_010885","Ndufa2",0
"NM_025348","Ndufa3",0
"NM_010886","Ndufa4",0
"NM_001098789","Ndufa4l2",1
"NM_026614","Ndufa5",1
"NM_025987","Ndufa6",1
"NM_023202","Ndufa7",1
"NR_103516","Ndufa7",9
"NR_103515","Ndufa7",0
"NR_103514","Ndufa7",0
"NM_026703","Ndufa8",0
"NM_025358","Ndufa9",1
"NM_028177","Ndufab1",0
"NM_027175","Ndufaf1",0
"NM_001127346","Ndufaf2",1
"NM_023247","Ndufaf3",0
"NM_026742","Ndufaf4",0
"NM_027093","Ndufaf5",0
"NM_001085493","Ndufaf6",11
"NM_028611","Ndufaf7",10
"NM_026684","Ndufb10",0
"NM_019435","Ndufb11",0
"NM_026612","Ndufb2",0
"NM_025597","Ndufb3",1
"NM_026610","Ndufb4",0
"NM_025316","Ndufb5",0
"NM_001033305","Ndufb6",0
"NM_025843","Ndufb7",0
"NM_026061","Ndufb8",0
"NM_023172","Ndufb9",1
"NM_025523","Ndufc1",0
"NM_024220","Ndufc2",1
"NM_001160040","Ndufs1",301901
"NM_001160039","Ndufs1",91011
"NM_145518","Ndufs1",901091
"NM_001160038","Ndufs1",31101
"NM_153064","Ndufs2",1
"NM_026688","Ndufs3",0
"NM_010887","Ndufs4",1
"NM_001030274","Ndufs5",0
"NR_033306","Ndufs6",3
"NM_010888","Ndufs6",9
"NM_029272","Ndufs7",1
"NM_144870","Ndufs8",301
"NM_001271443","Ndufs8",991
"NM_001271444","Ndufs8",31
"NM_133666","Ndufv1",0
"NM_001278415","Ndufv2",10
"NM_028388","Ndufv2",91
"NM_001083891","Ndufv3",9
"NM_030087","Ndufv3",1
"NR_003513","Neat1",0
"NM_010889","Neb",111
"NM_028757","Nebl",0
"NM_178617","Necab1",0
"NM_054095","Necab2",0
"NM_021546","Necab3",0
"NM_026267","Necap1",1
"NM_025383","Necap2",0
"NM_008682","Nedd1",0
"NM_010890","Nedd4",0
"NM_001114386","Nedd4l",1
"NM_031881","Nedd4l",1
"NM_008683","Nedd8",1
"NM_017464","Nedd9",1
"NM_001111324","Nedd9",0
"NM_010904","Nefh",0
"NM_010910","Nefl",0
"NM_008691","Nefm",0
"NM_001039094","Negr1",0
"NM_177274","Negr1",0
"NM_028347","Neil1",101
"NM_201610","Neil2",0
"NM_146208","Neil3",0
"NM_175089","Nek1",11
"NM_001195229","Nek10",0
"NM_172461","Nek11",0
"NM_010892","Nek2",0
"NM_011848","Nek3",0
"NM_001162947","Nek3",0
"NM_011849","Nek4",1
"NM_177898","Nek5",1
"NM_021606","Nek6",0
"NM_001159631","Nek6",0
"NM_021605","Nek7",0
"NM_080849","Nek8",0
"NM_145138","Nek9",0
"NM_011914","Nelfa",0
"NM_021393","Nelfb",1
"NM_020580","Nelfcd",0
"NM_138580","Nelfe",991
"NM_001045863","Nelfe",9031
"NM_001045864","Nelfe",3301
"NM_001037906","Nell1",0
"NR_045928","Nell1os",0
"NM_001289653","Nell2",0
"NM_025441","Nemf",1
"NM_025424","Nenf",1
"NM_001042752","Neo1",9091
"NM_008684","Neo1",2111
"NM_025684","Nepn",0
"NM_016701","Nes",0
"NR_002846","Nespas",0
"NM_019671","Net1",1
"NM_001047159","Net1",1
"NM_144946","Neto1",0
"NM_001081324","Neto2",1
"NM_010893","Neu1",0
"NM_001160163","Neu2",1
"NM_001160164","Neu2",9
"NM_001160165","Neu2",0
"NM_015750","Neu2",0
"NM_016720","Neu3",0
"NM_173772","Neu4",0
"NM_021360","Neurl1a",0
"NM_001163480","Neurl1a",0
"NM_001081656","Neurl1b",0
"NM_001082974","Neurl2",0
"NM_153408","Neurl3",0
"NM_001291118","Neurl4",1
"NM_001013414","Neurl4",1
"NM_001291119","Neurl4",9
"NM_010894","Neurod1",0
"NM_010895","Neurod2",0
"NM_007501","Neurod4",0
"NM_009717","Neurod6",0
"NM_010896","Neurog1",0
"NM_009718","Neurog2",0
"NM_009719","Neurog3",0
"NM_199465","Nexn",0
"NM_010897","Nf1",1
"NM_010898","Nf2",901911
"NM_001252250","Nf2",1111
"NM_001252252","Nf2",301011
"NM_001252251","Nf2",1011
"NM_001252253","Nf2",1011
"NM_001271413","Nfam1",0
"NM_028728","Nfam1",9
"NM_001271414","Nfam1",2
"NM_001271412","Nfam1",90
"NM_001271411","Nfam1",20
"NM_001160317","Nfasc",90191
"NM_001160316","Nfasc",90111
"NM_001160318","Nfasc",90991
"NM_182716","Nfasc",11910
"NM_133957","Nfat5",11
"NM_018823","Nfat5",91
"NM_001286260","Nfat5",99
"NM_001164110","Nfatc1",3
"NM_198429","Nfatc1",9
"NM_001164111","Nfatc1",9
"NM_001164112","Nfatc1",3
"NM_016791","Nfatc1",0
"NM_001164109","Nfatc1",0
"NM_001291169","Nfatc2",201190
"NM_001291178","Nfatc2",90909
"NM_001291174","Nfatc2",909110
"NM_001291170","Nfatc2",909910
"NM_010899","Nfatc2",2010909
"NM_001291173","Nfatc2",9990
"NM_001291168","Nfatc2",201990
"NM_001291176","Nfatc2",90109
"NM_001136073","Nfatc2",2010109
"NM_001291171","Nfatc2",9190
"NM_001291175","Nfatc2",9090101
"NM_001291177","Nfatc2",9090901
"NM_001291179","Nfatc2",9090001
"NR_111897","Nfatc2",9090
"NM_001037177","Nfatc2",2010009
"NM_001291172","Nfatc2",201090
"NM_001037178","Nfatc2",909010
"NR_111898","Nfatc2",90009
"NM_010900","Nfatc2ip",0
"NM_010901","Nfatc3",1
"NM_023699","Nfatc4",9
"NM_001168346","Nfatc4",4
"NM_008685","Nfe2",0
"NM_001130453","Nfe2l1",20
"NM_001130454","Nfe2l1",91
"NM_001130451","Nfe2l1",200
"NM_001130452","Nfe2l1",901
"NM_001130450","Nfe2l1",0
"NM_008686","Nfe2l1",0
"NM_010902","Nfe2l2",0
"NM_010903","Nfe2l3",1
"NM_001122952","Nfia",11
"NM_001122953","Nfia",91
"NM_010905","Nfia",11
"NM_001286131","Nfib",1
"NM_001286127","Nfib",990
"NM_008687","Nfib",9
"NM_001113210","Nfib",910
"NM_001113209","Nfib",310
"NM_026756","Nfic",19
"NM_008688","Nfic",11
"NM_017373","Nfil3",0
"NM_010906","Nfix",919
"NM_001081982","Nfix",911
"NM_001081981","Nfix",101
"NM_008689","Nfkb1",11
"NM_001177369","Nfkb2",11
"NM_019408","Nfkb2",11
"NM_001177370","Nfkb2",11
"NM_010907","Nfkbia",1
"NM_010908","Nfkbib",0
"NM_172142","Nfkbid",1
"NM_008690","Nfkbie",110
"NM_010909","Nfkbil1",0
"NM_001159395","Nfkbiz",9
"NM_030612","Nfkbiz",1
"NM_001159394","Nfkbiz",0
"NM_172766","Nfrkb",0
"NM_010911","Nfs1",1
"NM_001170591","Nfu1",0
"NM_020045","Nfu1",0
"NM_001290448","Nfx1",91
"NM_001290449","Nfx1",21
"NM_023739","Nfx1",1
"NM_133921","Nfxl1",11
"NM_001110832","Nfya",1
"NM_010913","Nfya",9
"NM_010914","Nfyb",1
"NM_008692","Nfyc",111010
"NM_001048168","Nfyc",111010
"NM_001277095","Nfyc",119001
"NM_022414","Ngb",0
"NM_026890","Ngdn",1
"NM_019867","Ngef",0
"NM_001111314","Ngef",0
"NM_001112698","Ngf",9
"NM_013609","Ngf",1
"NM_033217","Ngfr",0
"NM_001110233","Ngfrap1",20
"NM_001110234","Ngfrap1",99
"NM_009750","Ngfrap1",2
"NM_021504","Ngly1",1
"NM_008694","Ngp",0
"NM_031375","Ngrn",9
"NR_028053","Ngrn",4
"NM_029342","Nhej1",0
"NM_010916","Nhlh1",0
"NM_178777","Nhlh2",0
"NM_175340","Nhlrc1",0
"NM_025811","Nhlrc2",0
