ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
6874	"TUBGCP6"	"TUBGCP6"	chr22	-	50220250	50221874	50219956	50220015	50222027	50222102
6875	"TMEM184B"	"TMEM184B"	chr22	-	38246784	38246885	38245934	38246100	38247769	38248019
6876	"VEGFA"	"VEGFA"	chr6	+	43781955	43782087	43778888	43778918	43784540	43786486
6877	"VEGFA"	"VEGFA"	chr6	+	43781955	43782087	43780731	43780803	43784540	43786486
6878	"VEGFA"	"VEGFA"	chr6	+	43780731	43780785	43778888	43778918	43781955	43782087
6879	"VEGFA"	"VEGFA"	chr6	+	43781955	43782052	43778888	43778918	43784540	43786486
6880	"VEGFA"	"VEGFA"	chr6	+	43780731	43780854	43778888	43778918	43781955	43782087
6881	"VEGFA"	"VEGFA"	chr6	+	43780731	43780803	43778888	43778918	43781955	43782087
6882	"VEGFA"	"VEGFA"	chr6	+	43780731	43780803	43778888	43778918	43784540	43786486
6883	"VEGFA"	"VEGFA"	chr6	+	43778888	43778918	43778459	43778536	43784540	43786486
6884	"ART3"	"ART3"	chr4	+	76107760	76107793	76103936	76103969	76112385	76112802
6885	"ART3"	"ART3"	chr4	+	76104596	76104629	76103936	76103969	76107760	76107793
6886	"RELB"	"RELB"	chr19	+	45032533	45032749	45028887	45028992	45034243	45034312
6887	"RELB"	"RELB"	chr19	+	45022052	45022210	45011934	45012276	45028887	45028992
6888	"RELB"	"RELB"	chr19	+	45022052	45022210	45011934	45012276	45025328	45025420
6889	"DNM1L"	"DNM1L"	chr12	+	32737864	32737942	32737104	32737161	32740063	32740240
6890	"DNM1L"	"DNM1L"	chr12	+	32737864	32737942	32737104	32737161	32738263	32738296
6891	"DNM1L"	"DNM1L"	chr12	+	32713208	32713371	32710928	32711015	32718642	32718763
6892	"DNM1L"	"DNM1L"	chr12	+	32738263	32738296	32737104	32737161	32740063	32740240
6893	"DNM1L"	"DNM1L"	chr12	+	32738263	32738296	32737864	32737942	32740063	32740240
6894	"DNM1L"	"DNM1L"	chr12	+	32705824	32705863	32701414	32701562	32707366	32707413
6895	"DNM1L"	"DNM1L"	chr12	+	32718642	32718763	32707366	32707413	32720663	32720795
6896	"MAU2"	"MAU2"	chr19	+	19347279	19347366	19345303	19345369	19348888	19348938
6897	"KCNAB2"	"KCNAB2"	chr1	+	6091262	6091307	6090388	6090475	6094399	6094485
6898	"KCNAB2"	"KCNAB2"	chr1	+	6051510	6051754	6045920	6046183	6072754	6072798
6899	"KCNAB2"	"KCNAB2"	chr1	+	6041830	6041872	6040516	6040645	6072754	6072798
6900	"PCED1B"	"PCED1B"	chr12	+	47216221	47216689	47104112	47104195	47235006	47236663
6901	"P3H3"	"P3H3"	chr12	+	6833741	6833809	6833591	6833644	6833924	6834049
6902	"CAMKK1"	"CAMKK1"	chr17	-	3882256	3882370	3881626	3881648	3882527	3882564
6903	"UBE2B"	"UBE2B"	chr5	+	134374382	134374463	134371175	134371639	134376668	134376694
6904	"UBE2B"	"UBE2B"	chr5	+	134376668	134376694	134374382	134374463	134380718	134380808
6905	"DHX38"	"DHX38"	chr16	+	72101499	72101612	72101085	72101193	72103073	72103211
6906	"DHX38"	"DHX38"	chr16	+	72103601	72103788	72103073	72103211	72103945	72104131
6907	"DHX38"	"DHX38"	chr16	+	72106004	72106117	72105516	72105624	72107339	72107548
6908	"DHX38"	"DHX38"	chr16	+	72097676	72097781	72096821	72097009	72098644	72098792
6909	"LINC00928"	"LINC00928"	chr15	-	89517401	89517437	89510072	89510123	89523580	89524034
6910	"OSGIN1"	"OSGIN1"	chr16	+	83957639	83957738	83953221	83953370	83959259	83959396
6911	"CBLL1"	"CBLL1"	chr7	+	107752544	107752617	107748879	107749047	107753410	107753511
6912	"DGCR14"	"DGCR14"	chr22	-	19138214	19138317	19137322	19137432	19139158	19139292
6913	"SAA1"	"SAA1"	chr11	+	18266382	18266443	18266260	18266296	18266883	18266978
6914	"CCPG1"	"CCPG1"	chr15	-	55359538	55360944	55355222	55356409	55365187	55365309
6915	"SLC29A3"	"SLC29A3"	chr10	+	71351561	71351788	71322755	71323054	71356080	71356243
6916	"SLC29A3"	"SLC29A3"	chr10	+	71344208	71344291	71322755	71323054	71351561	71351788
6917	"ERN2"	"ERN2"	chr16	-	23700958	23701114	23700538	23700704	23702151	23702273
6918	"ALG8"	"ALG8"	chr11	-	78102873	78102948	78100941	78101195	78103979	78104052
6919	"ALG8"	"ALG8"	chr11	-	78112649	78112770	78109441	78109581	78113885	78113989
6920	"COA1"	"COA1"	chr7	-	43665657	43665722	43648599	43648652	43729428	43729541
6921	"TLE2"	"TLE2"	chr19	-	3000646	3000723	2997637	2997955	3002352	3002503
6922	"MIS18BP1"	"MIS18BP1"	chr14	-	45232732	45232820	45231140	45231298	45235813	45235944
6923	"MIS18BP1"	"MIS18BP1"	chr14	-	45217018	45217179	45210379	45210528	45218281	45218454
6924	"ZSWIM3"	"ZSWIM3"	chr20	+	45872670	45872825	45857580	45857980	45876713	45879130
6925	"TOM1L2"	"TOM1L2"	chr17	-	17884633	17884768	17879626	17879743	17893660	17893810
6926	"TOM1L2"	"TOM1L2"	chr17	-	17884633	17884768	17879626	17879743	17898595	17898674
6927	"TOM1L2"	"TOM1L2"	chr17	-	17884633	17884768	17882704	17882863	17893660	17893810
6928	"TOM1L2"	"TOM1L2"	chr17	-	17893660	17893810	17879626	17879743	17898595	17898674
6929	"TOM1L2"	"TOM1L2"	chr17	-	17893660	17893810	17884633	17884768	17898595	17898674
6930	"TOM1L2"	"TOM1L2"	chr17	-	17857768	17857855	17850892	17850952	17861475	17861551
6931	"TOM1L2"	"TOM1L2"	chr17	-	17850892	17850952	17848822	17848859	17861475	17861551
6932	"TOM1L2"	"TOM1L2"	chr17	-	17866875	17866924	17866295	17866419	17869339	17869473
6933	"TOM1L2"	"TOM1L2"	chr17	-	17882704	17882863	17879626	17879743	17893660	17893810
6934	"TOM1L2"	"TOM1L2"	chr17	-	17882704	17882863	17879626	17879743	17884633	17884768
6935	"MRVI1-AS1"	"MRVI1-AS1"	chr11	+	10589011	10589150	10541235	10541542	10594116	10594228
6936	"MRVI1-AS1"	"MRVI1-AS1"	chr11	+	10586026	10586126	10541235	10541542	10589011	10589150
6937	"CIRBP"	"CIRBP"	chr19	+	1271139	1271246	1270927	1271036	1271328	1271467
6938	"DMTN"	"DMTN"	chr8	+	22067084	22067159	22066704	22066893	22067526	22067682
6939	"DMTN"	"DMTN"	chr8	+	22069015	22069060	22067526	22067682	22069418	22069518
6940	"DEPDC1B"	"DEPDC1B"	chr5	-	60599074	60599260	60596911	60597914	60603390	60603567
6941	"CD200R1"	"CD200R1"	chr3	-	112947855	112947924	112931105	112931171	112974790	112975090
6942	"MYO3B"	"MYO3B"	chr2	+	170501784	170501865	170499645	170499808	170514920	170515022
6943	"MYO3B"	"MYO3B"	chr2	+	170524504	170524626	170519437	170519540	170542905	170542966
6944	"MYO3B"	"MYO3B"	chr2	+	170646908	170646939	170543891	170543988	170651627	170651734
6945	"BRD7"	"BRD7"	chr16	-	50321981	50322038	50320662	50320774	50325747	50325883
6946	"BRD7"	"BRD7"	chr16	-	50323586	50323698	50321981	50322038	50325747	50325883
6947	"BRD7"	"BRD7"	chr16	-	50326283	50326391	50325747	50325883	50328668	50328744
6948	"CCDC83"	"CCDC83"	chr11	+	85912648	85912741	85911280	85911402	85915418	85915498
6949	"PTEN"	"PTEN"	chr10	+	87942610	87942769	87933012	87933251	87952117	87952259
6950	"PTEN"	"PTEN"	chr10	+	87925512	87925557	87894024	87894109	87931045	87931089
6951	"PTEN"	"PTEN"	chr10	+	87931045	87931089	87925512	87925557	87933012	87933251
6952	"VSTM1"	"VSTM1"	chr19	-	54042276	54042369	54042168	54042196	54051409	54051448
6953	"VSTM1"	"VSTM1"	chr19	-	16643	16736	16535	16563	25776	25815
6954	"VSTM1"	"VSTM1"	chr19	-	54048314	54048403	54042276	54042369	54051409	54051448
6955	"VSTM1"	"VSTM1"	chr19	-	22681	22770	16643	16736	25776	25815
6956	"YIPF3"	"YIPF3"	chr6	-	43513068	43513200	43512760	43512874	43513358	43513451
6957	"YIPF3"	"YIPF3"	chr6	-	43515594	43515701	43513587	43513633	43515888	43516095
6958	"COX6B1"	"COX6B1"	chr19	+	35654570	35654671	35651232	35651349	35658593	35658784
6959	"SPATA6"	"SPATA6"	chr1	-	48451551	48451600	48413109	48413151	48452993	48453131
6960	"SPATA6"	"SPATA6"	chr1	-	48413109	48413151	48411463	48411588	48451551	48451600
6961	"C1orf54"	"C1orf54"	chr1	+	150279639	150279741	150276521	150276632	150280834	150280924
6962	"C1orf54"	"C1orf54"	chr1	+	150274086	150274170	150272779	150272863	150275740	150275799
6963	"C1orf54"	"C1orf54"	chr1	+	150279642	150279741	150276521	150276632	150280834	150280924
6964	"MLH3"	"MLH3"	chr14	-	75033418	75033490	75032067	75032179	75038339	75038412
6965	"MLH3"	"MLH3"	chr14	-	75039910	75040015	75038339	75038412	75041614	75041700
6966	"GPBP1"	"GPBP1"	chr5	+	57250953	57251141	57249453	57249576	57261179	57261282
6967	"GPBP1"	"GPBP1"	chr5	+	57235965	57236032	57231097	57231321	57246299	57246484
6968	"GPBP1"	"GPBP1"	chr5	+	57221375	57221396	57214073	57214193	57230845	57230969
6969	"GPBP1"	"GPBP1"	chr5	+	57175447	57176400	57173947	57174211	57214073	57214193
6970	"GPBP1"	"GPBP1"	chr5	+	57214073	57214193	57175447	57176400	57230845	57230969
6971	"DEPDC5"	"DEPDC5"	chr22	+	31876156	31876265	31874272	31874405	31879524	31879752
6972	"DEPDC5"	"DEPDC5"	chr22	+	31861367	31861433	31857444	31857553	31870589	31870744
6973	"PLAC8"	"PLAC8"	chr4	-	83107803	83107950	83104895	83105020	83114665	83114758
6974	"PLAC8"	"PLAC8"	chr4	-	83104895	83105020	83094153	83094791	83114665	83114758
6975	"C8orf59"	"C8orf59"	chr8	-	85214920	85215037	85214052	85214631	85217385	85217502
6976	"C8orf59"	"C8orf59"	chr8	-	85219235	85219363	85217385	85217502	85220305	85220422
6977	"C8orf59"	"C8orf59"	chr8	-	85219322	85219363	85217385	85217502	85220305	85220422
6978	"C8orf59"	"C8orf59"	chr8	-	85219235	85219360	85217385	85217502	85220305	85220422
6979	"EBPL"	"EBPL"	chr13	-	49661865	49661927	49660675	49661208	49663056	49663195
6980	"EBPL"	"EBPL"	chr13	-	49686474	49686595	49669776	49669846	49691253	49691487
6981	"EBPL"	"EBPL"	chr13	-	49669776	49669846	49663056	49663195	49691253	49691487
6982	"EBPL"	"EBPL"	chr13	-	49669776	49669846	49660675	49661208	49691253	49691487
6983	"EBPL"	"EBPL"	chr13	-	49663056	49663195	49660675	49661208	49669776	49669846
6984	"EBPL"	"EBPL"	chr13	-	49663056	49663195	49660675	49661208	49691253	49691487
6985	"UBA3"	"UBA3"	chr3	-	69075429	69075510	69063438	69063503	69077797	69077918
6986	"UBA3"	"UBA3"	chr3	-	69080111	69080153	69077797	69077918	69080333	69080373
6987	"UBA3"	"UBA3"	chr3	-	69071534	69071617	69063438	69063503	69075429	69075510
6988	"USP9X"	"USP9X"	chrX	+	41219101	41219231	41218371	41218597	41223216	41223402
6989	"USP9X"	"USP9X"	chrX	+	41150920	41151057	41148368	41148575	41152947	41153081
6990	"ETFA"	"ETFA"	chr15	-	76292618	76292700	76292430	76292513	76295590	76295737
6991	"ETFA"	"ETFA"	chr15	-	76292430	76292513	76287845	76287945	76295590	76295737
6992	"ETFA"	"ETFA"	chr15	-	76295590	76295737	76292618	76292700	76311349	76311469
6993	"ETFA"	"ETFA"	chr15	-	76274411	76274494	76231332	76231398	76283756	76283825
6994	"UTP18"	"UTP18"	chr17	+	51277129	51277304	51275865	51275991	51280004	51280105
6995	"UTP18"	"UTP18"	chr17	+	51273361	51273450	51268836	51268904	51275865	51275991
6996	"TMEM147"	"TMEM147"	chr19	+	35546944	35547029	35546525	35546585	35547118	35547240
6997	"TMEM147"	"TMEM147"	chr19	+	35546944	35547029	35546671	35546808	35547118	35547240
6998	"TMEM147"	"TMEM147"	chr19	+	35546671	35546808	35546525	35546585	35546944	35547029
6999	"TMEM147"	"TMEM147"	chr19	+	35546671	35546808	35546525	35546585	35547118	35547240
7000	"ZNF551"	"ZNF551"	chr19	+	57685261	57685385	57681968	57682244	57686480	57689801
7001	"TTLL7"	"TTLL7"	chr1	-	83882962	83883136	83869373	83870082	83890320	83890481
7002	"SHKBP1"	"SHKBP1"	chr19	+	40578153	40578212	40577556	40577630	40578461	40578542
7003	"SHKBP1"	"SHKBP1"	chr19	+	40580565	40580656	40580323	40580485	40580745	40580936
7004	"SHKBP1"	"SHKBP1"	chr19	+	40590243	40590422	40589081	40589178	40590729	40590853
7005	"PLTP"	"PLTP"	chr20	-	45909515	45909671	45907840	45907904	45909941	45910070
7006	"PLTP"	"PLTP"	chr20	-	45909941	45910070	45907840	45907904	45911151	45911251
7007	"DLEU2"	"DLEU2"	chr13	-	50049583	50049662	50044650	50044768	50068096	50068163
7008	"SVIL"	"SVIL"	chr10	-	29526960	29527056	29524471	29524715	29529704	29529844
7009	"SVIL"	"SVIL"	chr10	-	29535988	29536069	29531253	29531288	29550596	29551263
7010	"ANKRD12"	"ANKRD12"	chr18	+	9195550	9195698	9182381	9182519	9208656	9208803
7011	"ANKRD12"	"ANKRD12"	chr18	+	9204475	9204544	9195550	9195698	9208656	9208803
7012	"PLEKHA1"	"PLEKHA1"	chr10	+	122428275	122428420	122426941	122427031	122429623	122432355
7013	"ABCA5"	"ABCA5"	chr17	-	69251746	69251866	69250471	69250621	69253572	69253667
7014	"VPS33B"	"VPS33B"	chr15	-	91016962	91017024	91014383	91014433	91017804	91017885
7015	"VPS33B"	"VPS33B"	chr15	-	91017804	91017885	91016962	91017024	91022153	91022621
7016	"RINT1"	"RINT1"	chr7	+	105555027	105555227	105551569	105551707	105563732	105563947
7017	"RALGPS2"	"RALGPS2"	chr1	+	178892229	178892307	178889641	178889696	178893918	178894024
7018	"RALGPS2"	"RALGPS2"	chr1	+	178906775	178906867	178902105	178902211	178916329	178921842
7019	"RALGPS2"	"RALGPS2"	chr1	+	178821611	178821704	178811314	178811404	178833423	178833550
7020	"CHKB-CPT1B"	"CHKB-CPT1B"	chr22	-	50581419	50581553	50580564	50580660	50581748	50581862
7021	"SDHD"	"SDHD"	chr11	+	112087856	112087973	112086823	112086959	112088866	112089011
7022	"SDHD"	"SDHD"	chr11	+	112093079	112093209	112088866	112089011	112094804	112095801
7023	"SDHD"	"SDHD"	chr11	+	112088866	112089011	112087856	112087973	112094804	112095801
7024	"SDHD"	"SDHD"	chr11	+	112091078	112091132	112088866	112089011	112094804	112095801
7025	"TMEM167A"	"TMEM167A"	chr5	-	83061876	83061911	83052845	83057154	83065007	83065117
7026	"CRISP2"	"CRISP2"	chr6	-	49711284	49711321	49709130	49709205	49712500	49712604
7027	"TUG1"	"TUG1"	chr22	+	30972047	30972172	30969210	30971779	30972923	30973601
7028	"DUOX1"	"DUOX1"	chr15	+	45131470	45131662	45129993	45130098	45131917	45132024
7029	"ARAP1"	"ARAP1"	chr11	-	72686041	72686191	72685068	72685681	72687438	72687502
7030	"ARAP1"	"ARAP1"	chr11	-	72711020	72711141	72710384	72710587	72711429	72711499
7031	"ARAP1"	"ARAP1"	chr11	-	72732514	72732597	72726619	72727172	72752327	72752389
7032	"ARAP1"	"ARAP1"	chr11	-	72692752	72692785	72688454	72688537	72693324	72693470
7033	"ARAP1"	"ARAP1"	chr11	-	72704151	72704334	72702904	72703079	72705804	72705890
7034	"SLC4A7"	"SLC4A7"	chr3	-	27409355	27409530	27404829	27404963	27411641	27411748
7035	"SLC4A7"	"SLC4A7"	chr3	-	27431297	27431669	27424036	27424152	27433915	27434104
7036	"SLC4A7"	"SLC4A7"	chr3	-	27436387	27436548	27433915	27434104	27437387	27437526
7037	"SLC4A7"	"SLC4A7"	chr3	-	27379248	27379356	27372720	27376845	27383152	27383250
7038	"SLC4A7"	"SLC4A7"	chr3	-	27421621	27421779	27420699	27420787	27424036	27424152
7039	"RPRD2"	"RPRD2"	chr1	+	150441880	150441958	150440922	150441023	150443230	150443283
7040	"CDAN1"	"CDAN1"	chr15	-	42728651	42728810	42728203	42728267	42729022	42729126
7041	"CDAN1"	"CDAN1"	chr15	-	42726096	42726160	42725488	42725670	42726309	42726417
7042	"DMWD"	"DMWD"	chr19	-	45784640	45784715	45783005	45784290	45785593	45786871
7043	"ZNF767P"	"ZNF767P"	chr7	-	149621045	149621172	149619923	149620037	149621259	149621559
7044	"ZNF767P"	"ZNF767P"	chr7	-	149558607	149558839	149552800	149553016	149619923	149620037
7045	"MGEA5"	"MGEA5"	chr10	-	101800241	101800400	101798841	101799455	101803734	101804019
7046	"MGEA5"	"MGEA5"	chr10	-	101793912	101793998	101792838	101792943	101797979	101798154
7047	"CCL4L1"	"CCL4L1"	chr17	+	165912	166027	165044	165354	166618	167015
7048	"CCL4L1"	"CCL4L1"	chr17	+	36104527	36104642	36103672	36103981	36105224	36105621
7049	"CCL4L1"	"CCL4L1"	chr17	+	267478	267593	266610	266920	268184	268581
7050	"CCL4L1"	"CCL4L1"	chr17	+	339448	339563	338593	338902	340145	340542
7051	"CCL4L1"	"CCL4L1"	chr17	+	36211775	36211890	36210907	36211217	36212481	36212878
7052	"CCL4L1"	"CCL4L1"	chr17	+	446679	446794	445811	446121	447385	447782
7053	"ZNF273"	"ZNF273"	chr7	+	64917029	64917118	64903241	64903419	64917580	64917707
7054	"SEPT12"	"SEPT12"	chr16	-	4783930	4784068	4783648	4783766	4785806	4785888
7055	"SLC22A17"	"SLC22A17"	chr14	-	23347890	23347996	23347513	23347731	23348160	23348306
7056	"SLC22A17"	"SLC22A17"	chr14	-	23351751	23351855	23349271	23349426	23351947	23352451
7057	"KCTD13"	"KCTD13"	chr16	-	29923189	29923359	29911959	29912049	29925789	29926232
7058	"WNK3"	"WNK3"	chrX	-	54228713	54228743	54201990	54202193	54232808	54233020
7059	"SLC36A4"	"SLC36A4"	chr11	-	93180796	93180881	93167943	93168171	93181690	93181786
7060	"SLC36A4"	"SLC36A4"	chr11	-	93184429	93184520	93182834	93182894	93185690	93185814
7061	"CDKAL1"	"CDKAL1"	chr6	+	21108400	21108463	21065047	21065228	21198020	21198104
7062	"P2RX5-TAX1BP3"	"P2RX5-TAX1BP3"	chr17	-	3664194	3664272	3662892	3663885	3664678	3664798
7063	"IGFN1"	"IGFN1"	chr1	+	201226881	201227208	201225823	201226123	201228385	201228952
7064	"ARVCF"	"ARVCF"	chr22	-	19976705	19976723	19975685	19975757	19977414	19977586
7065	"ARVCF"	"ARVCF"	chr22	-	19972357	19972411	19971885	19971971	19972736	19972827
7066	"ARVCF"	"ARVCF"	chr22	-	19971215	19971335	19969878	19970743	19971885	19971971
7067	"EFCAB7"	"EFCAB7"	chr1	+	63561708	63561857	63557113	63557247	63568309	63568519
7068	"EFCAB7"	"EFCAB7"	chr1	+	63531819	63532031	63525571	63525759	63532669	63532756
7069	"CMTM7"	"CMTM7"	chr3	+	32452391	32452473	32441839	32442013	32454240	32454841
7070	"CMTM7"	"CMTM7"	chr3	+	32449453	32449552	32441839	32442013	32452391	32452473
7071	"ADRBK1"	"ADRBK1"	chr11	+	67281092	67281184	67280731	67280783	67281458	67281558
7072	"ADRBK1"	"ADRBK1"	chr11	+	67283706	67283773	67283127	67283228	67283853	67283949
7073	"IL18"	"IL18"	chr11	-	112153591	112153603	112150071	112150206	112154974	112155061
7074	"IL18"	"IL18"	chr11	-	112154974	112155061	112150071	112150206	112163905	112164117
7075	"ATP8A1"	"ATP8A1"	chr4	-	42569160	42569205	42555967	42556040	42574618	42574707
7076	"IMMP1L"	"IMMP1L"	chr11	-	31463171	31463305	31433459	31433570	31509518	31509628
7077	"IMMP1L"	"IMMP1L"	chr11	-	31473723	31473786	31463171	31463305	31509518	31509628
7078	"KPNA2"	"KPNA2"	chr17	+	68044320	68044503	68043837	68044071	68045771	68045921
7079	"LETM2"	"LETM2"	chr8	+	38406945	38407038	38404392	38404506	38407361	38407463
7080	"LETM2"	"LETM2"	chr8	+	38394182	38394241	38392612	38392995	38400271	38400409
7081	"LETM2"	"LETM2"	chr8	+	38394097	38394241	38392612	38392995	38400271	38400409
7082	"GSKIP"	"GSKIP"	chr14	+	96379687	96379788	96363451	96363568	96382246	96382505
7083	"GSKIP"	"GSKIP"	chr14	+	96379687	96379755	96363451	96363568	96382246	96382505
7084	"TARS2"	"TARS2"	chr1	+	150496809	150496908	150492410	150492489	150497529	150497747
7085	"TARS2"	"TARS2"	chr1	+	150504631	150504733	150504334	150504435	150504905	150504978
7086	"TARS2"	"TARS2"	chr1	+	150491597	150491662	150491393	150491511	150492410	150492489
7087	"TARS2"	"TARS2"	chr1	+	150496481	150496628	150492410	150492489	150496809	150496908
7088	"TARS2"	"TARS2"	chr1	+	150491393	150491511	150490600	150490725	150492410	150492489
7089	"TARS2"	"TARS2"	chr1	+	150492410	150492489	150491393	150491511	150497529	150497747
7090	"TARS2"	"TARS2"	chr1	+	150490600	150490725	150488963	150489087	150491393	150491511
7091	"KIF20A"	"KIF20A"	chr5	+	138185511	138185710	138185094	138185197	138185960	138186052
7092	"NDUFAF1"	"NDUFAF1"	chr15	-	41394104	41394358	41388447	41388522	41394858	41395044
7093	"RPS6KA4"	"RPS6KA4"	chr11	+	64370224	64370384	64369698	64369893	64370562	64370726
7094	"CATSPER2"	"CATSPER2"	chr15	-	43632716	43632934	43632198	43632363	43635359	43635416
7095	"CATSPER2"	"CATSPER2"	chr15	-	43632716	43632928	43632198	43632363	43635359	43635416
7096	"SRCAP"	"SRCAP"	chr16	+	30723583	30725082	30722962	30723229	30728965	30729231
7097	"SRCAP"	"SRCAP"	chr16	+	30720161	30720331	30716292	30716479	30728965	30729231
7098	"SRCAP"	"SRCAP"	chr16	+	30722562	30722748	30722121	30722286	30722962	30723229
7099	"SRSF7"	"SRSF7"	chr2	-	38746143	38746179	38743598	38745187	38746693	38746747
7100	"FOCAD"	"FOCAD"	chr9	+	20740235	20740340	20720379	20720534	20758089	20758191
7101	"TTC33"	"TTC33"	chr5	-	40730261	40730343	40711575	40716498	40746797	40747019
7102	"TTC33"	"TTC33"	chr5	-	40728344	40728476	40711575	40716498	40730261	40730343
7103	"LOC100506844"	"LOC100506844"	chr12	-	57935469	57935553	57931448	57931737	57935838	57936164
7104	"MTA1"	"MTA1"	chr14	+	105445417	105445511	105438671	105438739	105450057	105450184
7105	"MTA1"	"MTA1"	chr14	+	105449358	105449409	105445417	105445511	105450057	105450184
7106	"PSMB5"	"PSMB5"	chr14	-	23027744	23027829	23025850	23026375	23033367	23033674
7107	"PSMB5"	"PSMB5"	chr14	-	23033367	23033674	23025850	23026375	23035111	23035220
7108	"CLPX"	"CLPX"	chr15	-	65162603	65162645	65158574	65158751	65166630	65166785
7109	"CLPX"	"CLPX"	chr15	-	65164028	65164188	65162603	65162645	65166630	65166785
7110	"CLPX"	"CLPX"	chr15	-	65156843	65156932	65155691	65155856	65157745	65157910
7111	"RBPJ"	"RBPJ"	chr4	+	26362445	26362628	26320806	26321048	26386352	26386391
7112	"RBPJ"	"RBPJ"	chr4	+	26430418	26430522	26429897	26430053	26430691	26435130
7113	"RBPJ"	"RBPJ"	chr4	+	26320699	26320815	26319709	26319888	26386352	26386391
7114	"PIP4K2C"	"PIP4K2C"	chr12	+	57599399	57599438	57599064	57599211	57600323	57600437
7115	"PIP4K2C"	"PIP4K2C"	chr12	+	57595887	57596031	57595125	57595222	57599064	57599211
7116	"FAM3A"	"FAM3A"	chrX	-	154512313	154512411	154511847	154511871	154512822	154512936
7117	"FAM3A"	"FAM3A"	chrX	-	154512822	154512936	154511847	154511871	154515759	154516242
7118	"FAM3A"	"FAM3A"	chrX	-	154507810	154507861	154507405	154507490	154508288	154508347
7119	"CCZ1"	"CCZ1"	chr7	+	5911860	5911922	5910034	5910116	5912842	5912954
7120	"UVRAG"	"UVRAG"	chr11	+	76065709	76065788	76008806	76008867	76115923	76116015
7121	"UVRAG"	"UVRAG"	chr11	+	76016814	76016980	76008806	76008867	76065709	76065788
7122	"ATG4A"	"ATG4A"	chrX	+	108138112	108138191	108137803	108137991	108150151	108150297
7123	"C7orf49"	"C7orf49"	chr7	-	135167731	135167807	135165779	135166871	135168748	135169060
7124	"C7orf49"	"C7orf49"	chr7	-	135167731	135167807	135165779	135166871	135168968	135169060
7125	"ARRDC4"	"ARRDC4"	chr15	+	97968013	97968116	97965894	97966042	97969122	97969379
7126	"ARL2"	"ARL2"	chr11	+	65020418	65020499	65018570	65018733	65021720	65022185
7127	"PTH2R"	"PTH2R"	chr2	+	208490638	208490680	208489011	208489150	208493263	208494506
7128	"B3GNTL1"	"B3GNTL1"	chr17	-	83014453	83014519	83005114	83005210	83035034	83035099
7129	"B3GNTL1"	"B3GNTL1"	chr17	-	87515	87581	67375	67440	96632	96728
7130	"ARMC9"	"ARMC9"	chr2	+	231344974	231345090	231331792	231331897	231355797	231355934
7131	"ZYG11A"	"ZYG11A"	chr1	+	52856997	52857749	52854464	52854630	52860730	52860871
7132	"SPERT"	"SPERT"	chr13	+	45702774	45702855	45702303	45702465	45713181	45714559
7133	"SLC3A2"	"SLC3A2"	chr11	+	62876783	62876879	62871576	62871669	62881018	62881447
7134	"SLC3A2"	"SLC3A2"	chr11	+	62883988	62884112	62882907	62882999	62884456	62884525
7135	"SLC3A2"	"SLC3A2"	chr11	+	62871576	62871669	62856011	62856381	62881018	62881447
7136	"SLC3A2"	"SLC3A2"	chr11	+	62870744	62870837	62856011	62856381	62871576	62871669
7137	"DCP2"	"DCP2"	chr5	+	113007937	113008042	113003941	113004077	113010755	113010807
7138	"DCP2"	"DCP2"	chr5	+	113003941	113004077	113001566	113001674	113007937	113008042
7139	"NOLC1"	"NOLC1"	chr10	+	102160232	102160343	102159895	102160024	102160451	102161093
7140	"TJP1"	"TJP1"	chr15	-	2003907	2004147	2002396	2003269	2004488	2004839
7141	"TJP1"	"TJP1"	chr15	-	29719776	29720016	29718265	29719138	29720357	29720708
7142	"GRIN3B"	"GRIN3B"	chr19	+	1008617	1008782	1008139	1008291	1008856	1008927
7143	"LINC00907"	"LINC00907"	chr18	+	42289503	42289594	42225963	42226107	42335083	42335303
7144	"LINC00907"	"LINC00907"	chr18	+	42289503	42289594	42225963	42226107	42453931	42454098
7145	"LINC00907"	"LINC00907"	chr18	+	42335083	42335303	42225963	42226107	42453931	42454098
7146	"LINC00907"	"LINC00907"	chr18	+	42335083	42335303	42289503	42289594	42453931	42454098
7147	"LINC00907"	"LINC00907"	chr18	+	42212363	42212526	42186667	42186762	42225963	42226107
7148	"C1QBP"	"C1QBP"	chr17	-	5433668	5433767	5433292	5433415	5434872	5434966
7149	"POLR3B"	"POLR3B"	chr12	+	106496054	106496158	106463477	106463620	106496751	106496918
7150	"POLR3B"	"POLR3B"	chr12	+	106363869	106363902	106357657	106357951	106366515	106366572
7151	"SLC25A39"	"SLC25A39"	chr17	-	44321699	44321767	44321433	44321558	44322418	44322528
7152	"SLC25A39"	"SLC25A39"	chr17	-	44322807	44322852	44322418	44322528	44323283	44323343
7153	"SLC25A39"	"SLC25A39"	chr17	-	44320621	44320731	44320354	44320436	44321057	44321231
7154	"SLC25A39"	"SLC25A39"	chr17	-	44322418	44322528	44321699	44321767	44323283	44323343
7155	"TRAF6"	"TRAF6"	chr11	-	36501718	36501811	36501219	36501537	36510047	36510313
7156	"SPAM1"	"SPAM1"	chr7	+	123947703	123947788	123925854	123926064	123949871	123949983
7157	"CFLAR"	"CFLAR"	chr2	+	201129728	201130146	201116153	201116481	201133028	201133134
