ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
584	"ATP6V0B"	"ATP6V0B"	chr1	+	43977025	43978300	43977025	43977216	43977980	43978300
585	"KRTAP10-2"	"KRTAP10-2"	chr21	-	44550356	44551505	44550356	44550674	44551379	44551505
586	"TMEM175"	"TMEM175"	chr4	+	948115	948615	948115	948154	948410	948615
587	"HSDL1"	"HSDL1"	chr16	-	84129985	84130431	84129985	84130171	84130336	84130431
588	"NOMO2"	"NOMO2"	chr16	+	18499923	18500567	18499923	18500108	18500439	18500567
589	"FEZF1"	"FEZF1"	chr7	-	122303636	122304511	122303636	122303858	122304008	122304511
590	"PRSS23"	"PRSS23"	chr11	+	86807630	86811231	86807630	86807787	86807883	86811231
591	"ARL13B"	"ARL13B"	chr3	+	94053186	94055678	94053186	94053300	94053456	94055678
592	"C10orf32"	"C10orf32"	chr10	+	102862872	102864961	102862872	102862932	102863729	102864961
593	"CDCA8"	"CDCA8"	chr1	+	37692400	37692784	37692400	37692578	37692675	37692784
594	"CTNNB1"	"CTNNB1"	chr3	+	41239133	41240448	41239133	41239354	41239818	41240448
595	"CTNNB1"	"CTNNB1"	chr3	+	41239133	41240448	41239133	41239354	41239659	41240448
596	"UMODL1"	"UMODL1"	chr21	+	42110879	42111710	42110879	42111121	42111505	42111710
597	"LAT"	"LAT"	chr16	+	28986539	28986714	28986539	28986569	28986656	28986714
598	"CT55"	"CT55"	chrX	-	135156535	135157503	135156535	135157028	135157315	135157503
599	"RELA"	"RELA"	chr11	-	65653595	65655000	65653595	65654509	65654818	65655000
600	"USP39"	"USP39"	chr2	+	85648760	85649284	85648760	85648853	85649016	85649284
601	"PNMA5"	"PNMA5"	chrX	-	152991901	152992217	152991901	152991977	152992077	152992217
602	"ATF3"	"ATF3"	chr1	+	212615017	212615261	212615017	212615060	212615147	212615261
603	"MRFAP1"	"MRFAP1"	chr4	+	6640090	6641258	6640090	6641159	6641231	6641258
604	"MRFAP1"	"MRFAP1"	chr4	+	6640090	6641258	6640090	6640708	6640827	6641258
605	"SRSF8"	"SRSF8"	chr11	+	95066876	95071224	95066876	95068183	95068654	95071224
606	"TP73-AS1"	"TP73-AS1"	chr1	-	3735983	3740387	3735983	3738513	3740232	3740387
607	"TP73-AS1"	"TP73-AS1"	chr1	-	3735983	3740387	3735983	3737854	3740232	3740387
608	"C9orf24"	"C9orf24"	chr9	-	34381368	34381600	34381368	34381444	34381525	34381600
609	"ZNF621"	"ZNF621"	chr3	+	40532029	40539794	40532029	40532206	40538285	40539794
610	"LOC100499484-C9ORF174"	"LOC100499484-C9ORF174"	chr9	+	97362195	97362441	97362195	97362251	97362362	97362441
611	"CDC16"	"CDC16"	chr13	+	114272183	114272675	114272183	114272481	114272563	114272675
612	"HCFC1R1"	"HCFC1R1"	chr16	-	3023846	3024286	3023846	3024132	3024211	3024286
613	"HCFC1R1"	"HCFC1R1"	chr16	-	3023846	3024286	3023846	3023968	3024180	3024286
614	"HCFC1R1"	"HCFC1R1"	chr16	-	3023232	3023530	3023232	3023361	3023473	3023530
615	"NAP1L1"	"NAP1L1"	chr12	-	76045382	76048464	76045382	76047718	76048392	76048464
616	"XBP1"	"XBP1"	chr22	-	28796046	28796192	28796046	28796123	28796149	28796192
617	"CDK17"	"CDK17"	chr12	-	96278260	96280885	96278260	96280279	96280807	96280885
618	"KCNC4"	"KCNC4"	chr1	+	110232220	110234052	110232220	110232597	110232910	110234052
619	"CXCL12"	"CXCL12"	chr10	-	44377061	44378723	44377061	44377905	44378636	44378723
620	"SAMD9L"	"SAMD9L"	chr7	-	93145384	93146040	93145384	93145532	93145908	93146040
621	"QKI"	"QKI"	chr6	+	163563419	163578596	163563419	163563719	163564666	163578596
622	"QKI"	"QKI"	chr6	+	163563419	163578596	163563419	163563719	163565945	163578596
623	"LDHAL6A"	"LDHAL6A"	chr11	+	18455826	18456806	18455826	18456078	18456671	18456806
624	"TGOLN2"	"TGOLN2"	chr2	-	85326507	85327685	85326507	85326804	85326978	85327685
625	"ENOSF1"	"ENOSF1"	chr18	-	670323	674406	670323	673076	674160	674406
626	"PPCDC"	"PPCDC"	chr15	+	75043268	75043536	75043268	75043391	75043487	75043536
627	"NSD1"	"NSD1"	chr5	+	177135086	177136030	177135086	177135200	177135940	177136030
628	"UTY"	"UTY"	chrY	-	13355002	13355398	13355002	13355092	13355374	13355398
629	"PRKD2"	"PRKD2"	chr19	-	46716130	46717127	46716130	46716535	46716950	46717127
630	"PRKD2"	"PRKD2"	chr19	-	46716130	46717127	46716130	46716535	46716814	46717127
631	"LOC100233156"	"LOC100233156"	chrUn_GL000218v1	-	38785	40028	38785	39019	39873	40028
632	"CELF2"	"CELF2"	chr10	+	11328925	11336673	11328925	11329097	11330455	11336673
633	"MAP3K12"	"MAP3K12"	chr12	-	53486946	53487428	53486946	53487155	53487254	53487428
634	"UFM1"	"UFM1"	chr13	+	38360040	38363007	38360040	38360076	38360710	38363007
635	"MIR1-1HG"	"MIR1-1HG"	chr20	+	62550452	62551038	62550452	62550491	62550872	62551038
636	"NSUN5"	"NSUN5"	chr7	-	73302515	73303740	73302515	73303524	73303599	73303740
637	"NSUN5"	"NSUN5"	chr7	-	73302515	73303740	73302515	73303529	73303599	73303740
638	"RPL31"	"RPL31"	chr2	+	101005958	101006423	101005958	101006071	101006349	101006423
639	"HTR3A"	"HTR3A"	chr11	+	113986517	113987046	113986517	113986728	113986824	113987046
640	"MTMR11"	"MTMR11"	chr1	-	149928650	149929317	149928650	149928901	149929154	149929317
641	"CKAP2L"	"CKAP2L"	chr2	-	112755976	112757214	112755976	112756134	112756892	112757214
642	"POMGNT1"	"POMGNT1"	chr1	-	46188680	46189357	46188680	46188980	46189241	46189357
643	"ZNF248"	"ZNF248"	chr10	-	37828764	37833116	37828764	37831312	37833024	37833116
644	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115959	50115484	50115621	50115829	50115959
645	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096482	50096534	50096671	50096820
646	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115959	50115484	50115621	50115698	50115959
647	"PHPT1"	"PHPT1"	chr9	+	136850012	136850560	136850012	136850137	136850502	136850560
648	"PHPT1"	"PHPT1"	chr9	+	136850012	136850560	136850012	136850137	136850505	136850560
649	"OTUD5"	"OTUD5"	chrX	-	48922025	48923295	48922025	48922910	48923136	48923295
650	"CCDC62"	"CCDC62"	chr12	+	122826421	122827380	122826421	122826617	122827245	122827380
651	"SLC25A3"	"SLC25A3"	chr12	+	98593624	98594135	98593624	98593740	98593974	98594135
652	"ULK3"	"ULK3"	chr15	-	74840233	74840641	74840233	74840316	74840497	74840641
653	"AMZ2"	"AMZ2"	chr17	+	68248003	68248705	68248003	68248058	68248639	68248705
654	"AMZ2"	"AMZ2"	chr17	+	68248003	68248705	68248003	68248086	68248639	68248705
655	"AMZ2"	"AMZ2"	chr17	+	68248003	68248705	68248003	68248157	68248639	68248705
656	"AMZ2"	"AMZ2"	chr17	+	68248003	68248705	68248003	68248070	68248643	68248705
657	"AMZ2"	"AMZ2"	chr17	+	68248003	68248705	68248003	68248086	68248643	68248705
658	"AMZ2"	"AMZ2"	chr17	+	68248003	68248705	68248003	68248058	68248643	68248705
659	"ARMCX6"	"ARMCX6"	chrX	-	101615117	101616766	101615117	101615760	101616671	101616766
660	"VASH2"	"VASH2"	chr1	+	212951338	212951818	212951338	212951392	212951588	212951818
661	"NKIRAS2"	"NKIRAS2"	chr17	+	42022398	42022640	42022398	42022472	42022569	42022640
662	"KIR2DS4"	"KIR2DS4"	chr19	+	125423	125717	125423	125505	125527	125717
663	"KIR2DS4"	"KIR2DS4"	chr19	+	131820	132114	131820	132010	132032	132114
664	"KIR2DS4"	"KIR2DS4"	chr19	+	29357	29651	29357	29547	29569	29651
665	"KIR2DS4"	"KIR2DS4"	chr19	+	203253	203547	203253	203443	203465	203547
666	"KIR2DS4"	"KIR2DS4"	chr19	+	29216	29510	29216	29406	29428	29510
667	"KIR2DS4"	"KIR2DS4"	chr19	+	132966	133260	132966	133156	133178	133260
668	"KIR2DS4"	"KIR2DS4"	chr19	+	113639	113933	113639	113721	113743	113933
669	"KIR2DS4"	"KIR2DS4"	chr19	+	439832	440126	439832	439914	439936	440126
670	"KIR2DS4"	"KIR2DS4"	chr19	+	832539	832833	832539	832621	832643	832833
671	"KIR2DS4"	"KIR2DS4"	chr19	+	29715	30009	29715	29905	29927	30009
672	"KIR2DS4"	"KIR2DS4"	chr19	+	743796	744090	743796	743878	743900	744090
673	"KIR2DS4"	"KIR2DS4"	chr19	+	138888	139182	138888	139078	139100	139182
674	"KIR2DS4"	"KIR2DS4"	chr19	+	29342	29636	29342	29532	29554	29636
675	"KIR2DS4"	"KIR2DS4"	chr19	+	726632	726926	726632	726714	726736	726926
676	"KIR2DS4"	"KIR2DS4"	chr19	+	29651	29945	29651	29841	29863	29945
677	"KIR2DS4"	"KIR2DS4"	chr19	+	469702	469996	469702	469784	469806	469996
678	"KIR2DS4"	"KIR2DS4"	chr19	+	118373	118667	118373	118455	118477	118667
679	"KIR2DS4"	"KIR2DS4"	chr19	+	138976	139270	138976	139166	139188	139270
680	"KIR2DS4"	"KIR2DS4"	chr19	+	42199	42493	42199	42281	42303	42493
681	"DCAF7"	"DCAF7"	chr17	+	63588999	63594281	63588999	63589237	63594202	63594281
682	"MUC20"	"MUC20"	chr3	+	68297	69728	68297	69217	69274	69728
683	"MUC20"	"MUC20"	chr3	+	68297	69728	68297	69063	69120	69728
684	"MUC20"	"MUC20"	chr3	+	69471	71364	69471	70243	70756	71364
685	"ZNHIT6"	"ZNHIT6"	chr1	-	85707628	85708433	85707628	85707936	85708053	85708433
686	"PANX2"	"PANX2"	chr22	+	50178933	50180295	50178933	50179135	50179220	50180295
687	"NELL2"	"NELL2"	chr12	-	44875814	44876464	44875814	44875900	44876293	44876464
688	"PAPD4"	"PAPD4"	chr5	+	79612419	79613075	79612419	79612735	79613010	79613075
689	"PAPD4"	"PAPD4"	chr5	+	79612419	79613075	79612419	79612769	79613010	79613075
690	"CCDC120"	"CCDC120"	chrX	+	49067175	49069858	49067175	49068090	49068543	49069858
691	"DCTN1"	"DCTN1"	chr2	-	74366243	74366620	74366243	74366375	74366458	74366620
692	"GTPBP3"	"GTPBP3"	chr19	+	17338953	17339266	17338953	17339026	17339122	17339266
693	"SHISA5"	"SHISA5"	chr3	-	48467797	48469573	48467797	48469186	48469360	48469573
694	"OGG1"	"OGG1"	chr3	+	9756766	9757405	9756766	9756816	9757060	9757405
695	"OGG1"	"OGG1"	chr3	+	9756766	9757405	9756766	9756816	9757043	9757405
696	"FLAD1"	"FLAD1"	chr1	+	154992712	154993111	154992712	154992786	154992901	154993111
697	"FLAD1"	"FLAD1"	chr1	+	154983293	154984066	154983293	154983397	154983841	154984066
698	"NAPA"	"NAPA"	chr19	-	47487633	47488389	47487633	47487890	47488234	47488389
699	"MAF"	"MAF"	chr16	-	79593847	79600725	79593847	79594553	79598784	79600725
700	"ATG9B"	"ATG9B"	chr7	-	151023873	151024499	151023873	151024027	151024420	151024499
701	"C11orf24"	"C11orf24"	chr11	-	68261334	68262918	68261334	68261725	68262730	68262918
702	"ZWINT"	"ZWINT"	chr10	-	56357437	56358459	56357437	56358185	56358376	56358459
703	"RAD9B"	"RAD9B"	chr12	+	110530524	110532086	110530524	110530633	110531573	110532086
704	"BCAM"	"BCAM"	chr19	+	44819581	44820822	44819581	44819726	44820704	44820822
705	"METTL5"	"METTL5"	chr2	-	169824488	169824931	169824488	169824640	169824781	169824931
706	"METTL5"	"METTL5"	chr2	-	169824488	169824931	169824488	169824640	169824867	169824931
707	"OTUB1"	"OTUB1"	chr11	+	63996529	63996941	63996529	63996648	63996856	63996941
708	"EDRF1"	"EDRF1"	chr10	+	125763300	125764143	125763300	125763524	125764040	125764143
709	"MICA"	"MICA"	chr6	+	2714601	2714737	2714601	2714657	2714661	2714737
710	"MICA"	"MICA"	chr6	+	31412324	31412460	31412324	31412380	31412384	31412460
711	"MICA"	"MICA"	chr6	+	2892695	2892831	2892695	2892751	2892755	2892831
712	"MICA"	"MICA"	chr6	+	2720909	2721047	2720909	2720969	2720971	2721047
713	"TK2"	"TK2"	chr16	-	66548977	66550412	66548977	66549009	66549937	66550412
714	"CSH2"	"CSH2"	chr17	-	63872011	63872741	63872011	63872323	63872576	63872741
715	"TMEM41B"	"TMEM41B"	chr11	-	9280654	9283593	9280654	9281041	9283370	9283593
716	"SEC14L1"	"SEC14L1"	chr17	+	77213917	77217099	77213917	77214019	77216548	77217099
717	"RABGGTA"	"RABGGTA"	chr14	-	24271112	24271627	24271112	24271169	24271486	24271627
718	"HLA-A"	"HLA-A"	chr6	+	1240569	1240839	1240569	1240794	1240815	1240839
719	"EFCAB1"	"EFCAB1"	chr8	-	48723393	48724801	48723393	48724634	48724715	48724801
720	"PPP1CC"	"PPP1CC"	chr12	-	110719807	110721165	110719807	110720204	110721104	110721165
721	"RASSF7"	"RASSF7"	chr11	+	92844	93681	92844	92973	93213	93681
722	"RASSF7"	"RASSF7"	chr11	+	563188	564025	563188	563317	563557	564025
723	"PRRT2"	"PRRT2"	chr16	+	29814332	29815881	29814332	29814465	29814627	29815881
724	"PRRT2"	"PRRT2"	chr16	+	29812989	29815881	29812989	29813933	29814332	29815881
725	"POLR3H"	"POLR3H"	chr22	-	41543990	41544489	41543990	41544121	41544434	41544489
726	"POLR3H"	"POLR3H"	chr22	-	41543990	41544489	41543990	41544121	41544427	41544489
727	"SNHG10"	"SNHG10"	chr14	-	95532911	95534872	95532911	95533061	95533692	95534872
728	"STK19"	"STK19"	chr6	+	3273057	3273700	3273057	3273405	3273490	3273700
729	"STK19"	"STK19"	chr6	+	3227838	3228481	3227838	3228186	3228271	3228481
730	"STK19"	"STK19"	chr6	+	3313904	3314547	3313904	3314252	3314337	3314547
731	"STK19"	"STK19"	chr6	+	3449295	3449938	3449295	3449643	3449728	3449938
732	"STK19"	"STK19"	chr6	+	31971868	31972511	31971868	31972216	31972301	31972511
733	"STK19"	"STK19"	chr6	+	3219643	3220286	3219643	3219991	3220076	3220286
734	"MOGS"	"MOGS"	chr2	-	74464895	74465410	74464895	74464987	74465313	74465410
735	"PSME1"	"PSME1"	chr14	+	24138473	24138967	24138473	24138568	24138735	24138967
736	"PSME1"	"PSME1"	chr14	+	24138473	24138967	24138473	24138560	24138735	24138967
737	"LMNA"	"LMNA"	chr1	+	156139079	156140089	156139079	156139102	156139769	156140089
738	"MAST4"	"MAST4"	chr5	+	67004619	67005085	67004619	67004691	67004951	67005085
739	"PLEKHG5"	"PLEKHG5"	chr1	-	6467824	6468586	6467824	6467898	6468098	6468586
740	"NUP43"	"NUP43"	chr6	-	149724315	149727198	149724315	149724693	149726328	149727198
741	"CYP4F12"	"CYP4F12"	chr19	+	15696160	15696512	15696160	15696225	15696429	15696512
742	"CYP4F12"	"CYP4F12"	chr19	+	15680243	15680519	15680243	15680297	15680391	15680519
743	"SORCS1"	"SORCS1"	chr10	-	106578662	106579474	106578662	106579251	106579368	106579474
744	"PIANP"	"PIANP"	chr12	-	6693790	6695651	6693790	6695057	6695429	6695651
745	"RAB29"	"RAB29"	chr1	-	205774832	205775482	205774832	205775086	205775272	205775482
746	"RAB29"	"RAB29"	chr1	-	205774832	205775482	205774832	205775086	205775373	205775482
747	"POFUT2"	"POFUT2"	chr21	-	45263927	45267713	45263927	45265635	45267589	45267713
748	"STX16"	"STX16"	chr20	+	58651252	58652138	58651252	58651414	58652072	58652138
749	"STX16"	"STX16"	chr20	+	58651252	58652087	58651252	58651434	58652072	58652087
750	"OXSM"	"OXSM"	chr3	+	25790989	25791997	25790989	25791696	25791945	25791997
751	"OXSM"	"OXSM"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997
752	"C18orf21"	"C18orf21"	chr18	+	35972624	35972907	35972624	35972805	35972884	35972907
753	"COASY"	"COASY"	chr17	+	42562073	42563322	42562073	42562219	42562611	42563322
754	"GYLTL1B"	"GYLTL1B"	chr11	+	45922820	45923167	45922820	45922964	45923057	45923167
755	"MICAL2"	"MICAL2"	chr11	+	12262479	12263790	12262479	12262537	12263559	12263790
756	"MICAL2"	"MICAL2"	chr11	+	12259794	12263790	12259794	12259897	12262479	12263790
757	"GTSF1L"	"GTSF1L"	chr20	-	43726160	43727002	43726160	43726340	43726415	43727002
758	"CTCFL"	"CTCFL"	chr20	-	57525027	57525652	57525027	57525127	57525473	57525652
759	"DLL3"	"DLL3"	chr19	+	39507829	39508481	39507829	39507914	39508251	39508481
760	"ZNF747"	"ZNF747"	chr16	-	30534196	30534970	30534196	30534310	30534450	30534970
761	"PRRC1"	"PRRC1"	chr5	+	127551706	127555088	127551706	127551878	127553796	127555088
762	"SIMC1"	"SIMC1"	chr5	+	176345182	176345991	176345182	176345566	176345701	176345991
763	"R3HCC1"	"R3HCC1"	chr8	+	23289865	23290469	23289865	23290219	23290334	23290469
764	"R3HCC1"	"R3HCC1"	chr8	+	23289865	23290469	23289865	23289925	23290051	23290469
765	"KCTD7"	"KCTD7"	chr7	+	66638855	66643229	66638855	66639228	66640393	66643229
766	"GFRA4"	"GFRA4"	chr20	-	3660754	3661289	3660754	3660864	3660943	3661289
767	"STEAP2"	"STEAP2"	chr7	+	90232336	90237678	90232336	90232484	90236890	90237678
768	"PDLIM5"	"PDLIM5"	chr4	+	94663977	94668227	94663977	94664035	94666024	94668227
769	"LINC00635"	"LINC00635"	chr3	-	107841661	107842212	107841661	107842019	107842104	107842212
770	"HSPBP1"	"HSPBP1"	chr19	-	55280034	55280383	55280034	55280108	55280217	55280383
771	"CYB5R3"	"CYB5R3"	chr22	-	42646640	42646989	42646640	42646701	42646885	42646989
772	"LMOD3"	"LMOD3"	chr3	-	69122092	69122595	69122092	69122409	69122503	69122595
773	"PSMD11"	"PSMD11"	chr17	+	32480488	32483319	32480488	32480631	32480752	32483319
774	"DHRS4-AS1"	"DHRS4-AS1"	chr14	-	23953773	23954197	23953773	23954033	23954124	23954197
775	"GMPR2"	"GMPR2"	chr14	+	24238245	24239241	24238245	24238405	24238588	24239241
776	"GMPR2"	"GMPR2"	chr14	+	24232871	24233340	24232871	24232977	24233218	24233340
777	"CCDC125"	"CCDC125"	chr5	-	103356	103700	103356	103465	103584	103700
778	"CCDC125"	"CCDC125"	chr5	-	69320236	69320580	69320236	69320345	69320464	69320580
779	"PDHB"	"PDHB"	chr3	-	58430656	58430942	58430656	58430788	58430842	58430942
780	"SNHG7"	"SNHG7"	chr9	-	136724593	136725110	136724593	136724939	136725054	136725110
781	"AMACR"	"AMACR"	chr5	-	33986985	33989502	33986985	33988361	33989110	33989502
782	"SCML2"	"SCML2"	chrX	-	18239312	18241379	18239312	18239953	18241012	18241379
783	"KIRREL2"	"KIRREL2"	chr19	+	35866156	35867146	35866156	35866195	35866464	35867146
784	"NECAB3"	"NECAB3"	chr20	-	33659496	33659732	33659496	33659550	33659652	33659732
785	"RAI2"	"RAI2"	chrX	-	17800048	17802034	17800048	17801725	17801875	17802034
786	"FPGT"	"FPGT"	chr1	+	74204390	74208702	74204390	74204456	74205218	74208702
787	"PAX3"	"PAX3"	chr2	-	222199886	222201442	222199886	222201240	222201411	222201442
788	"PAX3"	"PAX3"	chr2	-	222293629	222294301	222293629	222293757	222294166	222294301
789	"KLK12"	"KLK12"	chr19	-	51029091	51029457	51029091	51029212	51029341	51029457
790	"CIART"	"CIART"	chr1	+	150282532	150283633	150282532	150282618	150283513	150283633
791	"CIART"	"CIART"	chr1	+	150282532	150283633	150282532	150282618	150283461	150283633
792	"CIART"	"CIART"	chr1	+	150282532	150283633	150282532	150282618	150283207	150283633
793	"PQLC2"	"PQLC2"	chr1	+	19312245	19312889	19312245	19312358	19312728	19312889
794	"LILRA1"	"LILRA1"	chr19	+	576775	577055	576775	576857	577019	577055
795	"LILRA1"	"LILRA1"	chr19	+	499080	499360	499080	499162	499324	499360
796	"LILRA1"	"LILRA1"	chr19	+	54594196	54594476	54594196	54594278	54594440	54594476
797	"LILRA1"	"LILRA1"	chr19	+	500586	500866	500586	500668	500830	500866
798	"CDKN1C"	"CDKN1C"	chr11	-	2884669	2885765	2884669	2885466	2885633	2885765
799	"CDKN1C"	"CDKN1C"	chr11	-	116879	117975	116879	117676	117843	117975
800	"C21orf58"	"C21orf58"	chr21	-	46301129	46302154	46301129	46301713	46301996	46302154
801	"INTS6"	"INTS6"	chr13	-	51452414	51453139	51452414	51452500	51452992	51453139
802	"CCDC28B"	"CCDC28B"	chr1	+	32204597	32205390	32204597	32204620	32205193	32205390
803	"NOP14"	"NOP14"	chr4	-	2937936	2938930	2937936	2938188	2938811	2938930
804	"ZNF500"	"ZNF500"	chr16	-	4750813	4753058	4750813	4751658	4752521	4753058
805	"SETD4"	"SETD4"	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251
806	"LSS"	"LSS"	chr21	-	46228433	46228824	46228433	46228599	46228731	46228824
807	"PRX"	"PRX"	chr19	-	40393763	40398816	40393763	40397970	40398619	40398816
808	"PSPC1"	"PSPC1"	chr13	-	19782385	19783019	19782385	19782791	19782916	19783019
809	"PHF6"	"PHF6"	chrX	+	134425200	134428792	134425200	134425330	134425660	134428792
810	"BTBD3"	"BTBD3"	chr20	+	11917864	11918601	11917864	11918011	11918333	11918601
811	"HLTF"	"HLTF"	chr3	-	149030116	149032372	149030116	149031363	149032200	149032372
812	"MFSD11"	"MFSD11"	chr17	+	76737500	76738448	76737500	76738165	76738281	76738448
813	"MFSD11"	"MFSD11"	chr17	+	76737500	76738448	76737500	76737883	76738281	76738448
814	"MFSD11"	"MFSD11"	chr17	+	76737500	76738448	76737500	76737976	76738281	76738448
815	"SS18L1"	"SS18L1"	chr20	+	62179181	62182510	62179181	62179356	62180168	62182510
816	"FXYD3"	"FXYD3"	chr19	+	35122764	35122954	35122764	35122839	35122917	35122954
817	"TULP3"	"TULP3"	chr12	+	2939310	2941140	2939310	2939424	2940529	2941140
818	"STX4"	"STX4"	chr16	+	31034225	31034536	31034225	31034325	31034461	31034536
819	"TCEB2"	"TCEB2"	chr16	-	2771413	2772102	2771413	2771604	2771993	2772102
820	"CAV3"	"CAV3"	chr3	+	8745525	8746765	8745525	8745873	8745969	8746765
821	"OTX2"	"OTX2"	chr14	-	56810158	56810476	56810158	56810222	56810375	56810476
822	"ZNF385B"	"ZNF385B"	chr2	-	179441983	179443468	179441983	179442177	179443223	179443468
823	"REC8"	"REC8"	chr14	+	24172024	24172608	24172024	24172365	24172466	24172608
824	"SLC39A7"	"SLC39A7"	chr6	+	4620298	4621129	4620298	4620411	4620714	4621129
825	"SLC39A7"	"SLC39A7"	chr6	+	4395229	4396060	4395229	4395342	4395645	4396060
826	"SLC39A7"	"SLC39A7"	chr6	+	33200825	33201656	33200825	33200938	33201241	33201656
827	"SLC39A7"	"SLC39A7"	chr6	+	4444324	4445155	4444324	4444437	4444740	4445155
828	"SLC39A7"	"SLC39A7"	chr6	+	4636778	4637609	4636778	4636891	4637194	4637609
829	"SLC39A7"	"SLC39A7"	chr6	+	4612330	4613161	4612330	4612443	4612746	4613161
830	"ZNF131"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161613	43161708	43161931
831	"ZNF131"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161606	43161708	43161931
832	"SLC11A2"	"SLC11A2"	chr12	-	50979782	50981803	50979782	50980058	50981638	50981803
833	"EPHB2"	"EPHB2"	chr1	+	22913461	22921500	22913461	22913564	22913657	22921500
834	"CTAG2"	"CTAG2"	chrX	-	154651971	154652631	154651971	154652267	154652496	154652631
835	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836176	28836727	28837237
836	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836727	28837237
837	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836750	28837237
838	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836176	28836750	28837237
839	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424040	144424132
840	"C15orf41"	"C15orf41"	chr15	+	36808323	36810260	36808323	36808489	36808903	36810260
841	"UBXN1"	"UBXN1"	chr11	-	62676497	62677005	62676497	62676639	62676812	62677005
842	"CMTM4"	"CMTM4"	chr16	-	66614749	66622222	66614749	66617358	66622061	66622222
843	"EDEM2"	"EDEM2"	chr20	-	35146824	35147358	35146824	35146935	35147151	35147358
844	"CACNA1G"	"CACNA1G"	chr17	+	50626016	50627471	50626016	50626082	50626319	50627471
845	"SF1"	"SF1"	chr11	-	64764603	64766155	64764603	64765518	64765950	64766155
846	"SYNPO2"	"SYNPO2"	chr4	+	119029844	119038520	119029844	119032027	119037111	119038520
847	"UHRF1"	"UHRF1"	chr19	+	4910366	4911038	4910366	4910494	4910875	4911038
848	"SPINK6"	"SPINK6"	chr5	+	148202793	148203154	148202793	148202893	148203020	148203154
849	"GATAD1"	"GATAD1"	chr7	+	92456371	92460067	92456371	92456899	92457361	92460067
850	"PLK2"	"PLK2"	chr5	-	58459689	58460139	58459689	58459755	58459797	58460139
851	"AEBP2"	"AEBP2"	chr12	+	19518086	19522239	19518086	19518113	19518674	19522239
852	"MROH7-TTC4"	"MROH7-TTC4"	chr1	+	54731485	54731700	54731485	54731549	54731654	54731700
853	"LOC285740"	"LOC285740"	chr6	-	143561166	143562051	143561166	143561468	143561884	143562051
854	"MEX3D"	"MEX3D"	chr19	-	1554668	1556923	1554668	1555389	1555576	1556923
855	"HES4"	"HES4"	chr1	-	999691	1000172	999691	999787	999865	1000172
856	"STAG3L5P-PVRIG2P-PILRB"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	100352563	100352914	100352563	100352667	100352760	100352914
857	"ZFAND2B"	"ZFAND2B"	chr2	+	219206783	219207042	219206783	219206845	219206966	219207042
858	"ZFAND2B"	"ZFAND2B"	chr2	+	219206783	219207042	219206783	219206845	219206969	219207042
859	"ZBTB21"	"ZBTB21"	chr21	-	41986830	41994108	41986830	41991889	41992492	41994108
860	"PYCR1"	"PYCR1"	chr17	-	81932385	81933376	81932385	81932963	81933306	81933376
861	"NIPBL"	"NIPBL"	chr5	+	37063789	37065819	37063789	37063978	37064526	37065819
862	"KCNH6"	"KCNH6"	chr17	+	63535668	63536068	63535668	63535823	63535982	63536068
863	"TDRP"	"TDRP"	chr8	-	489789	492744	489789	491670	492458	492744
864	"SNRNP27"	"SNRNP27"	chr2	+	69904253	69905236	69904253	69904425	69904511	69905236
865	"TMEM138"	"TMEM138"	chr11	+	61364251	61364518	61364251	61364315	61364432	61364518
866	"PCID2"	"PCID2"	chr13	-	113177538	113178287	113177538	113177976	113178173	113178287
867	"PCID2"	"PCID2"	chr13	-	113177538	113178287	113177538	113178008	113178173	113178287
868	"GLIDR"	"GLIDR"	chr9	-	39807687	39809615	39807687	39808761	39809485	39809615
869	"GLIDR"	"GLIDR"	chr9	-	39809485	39810159	39809485	39809615	39809730	39810159
870	"NAPEPLD"	"NAPEPLD"	chr7	-	103099575	103103554	103099575	103103122	103103423	103103554
871	"NAPEPLD"	"NAPEPLD"	chr7	-	141174	145153	141174	141305	141606	145153
872	"MYEOV"	"MYEOV"	chr11	+	69295232	69297287	69295232	69295495	69295591	69297287
873	"DAZAP2"	"DAZAP2"	chr12	+	51240870	51241116	51240870	51240929	51240995	51241116
874	"N4BP2L1"	"N4BP2L1"	chr13	-	32400722	32403200	32400722	32401901	32402907	32403200
875	"N4BP2L1"	"N4BP2L1"	chr13	-	32400722	32403200	32400722	32401901	32403149	32403200
