ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2104	"UTY"	"UTY"	chrY	-	13358463	13358553	13358463	13358521	13359087	13359222
2105	"UTY"	"UTY"	chrY	-	13358463	13358619	13358463	13358521	13359087	13359222
2106	"UTY"	"UTY"	chrY	-	13305398	13305547	13305398	13305485	13306037	13306112
2107	"ELF2"	"ELF2"	chr4	-	139071865	139072039	139071865	139072003	139073453	139073567
2108	"LOC151174"	"LOC151174"	chr2	-	238225112	238226612	238225112	238225499	238227683	238227798
2109	"SLC13A2"	"SLC13A2"	chr17	+	28490306	28490590	28490453	28490590	28489213	28489342
2110	"KDM4C"	"KDM4C"	chr9	+	6986324	6986666	6986343	6986666	6984165	6984404
2111	"KDM4C"	"KDM4C"	chr9	+	7174552	7175648	7174559	7175648	7169797	7169890
2112	"BAX"	"BAX"	chr19	+	48961482	48961798	48961531	48961798	48960809	48960914
2113	"BAX"	"BAX"	chr19	+	48961482	48961798	48961570	48961798	48960809	48960914
2114	"BAX"	"BAX"	chr19	+	48961531	48961798	48961570	48961798	48960809	48960914
2115	"C5orf58"	"C5orf58"	chr5	+	170234114	170234198	170234125	170234198	170232916	170233007
2116	"C5orf58"	"C5orf58"	chr5	+	170234114	170234198	170234125	170234198	170233006	170233116
2117	"C5orf58"	"C5orf58"	chr5	+	170236079	170236253	170236106	170236253	170234976	170235070
2118	"RAET1G"	"RAET1G"	chr6	-	149918173	149918384	149918173	149918284	149919042	149919324
2119	"CELF2"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11314138	11314258
2120	"CNTN4"	"CNTN4"	chr3	+	3030854	3030975	3030857	3030975	3026101	3026277
2121	"UFM1"	"UFM1"	chr13	+	38360040	38363007	38360710	38363007	38359300	38359333
2122	"UFM1"	"UFM1"	chr13	+	38354238	38354296	38354244	38354296	38349998	38350055
2123	"RWDD4"	"RWDD4"	chr4	-	183651217	183651327	183651217	183651323	183655880	183655961
2124	"ZNF276"	"ZNF276"	chr16	+	89737720	89737905	89737805	89737905	89733920	89734038
2125	"POU2F2"	"POU2F2"	chr19	-	42092068	42092270	42092068	42092134	42093828	42093895
2126	"POU2F2"	"POU2F2"	chr19	-	42096081	42096243	42096081	42096195	42099526	42099618
2127	"AANAT"	"AANAT"	chr17	+	76469116	76469327	76469172	76469327	76468671	76468909
2128	"ASGR2"	"ASGR2"	chr17	-	7114116	7114398	7114116	7114310	7114614	7114811
2129	"EDF1"	"EDF1"	chr9	-	136862113	136862496	136862113	136862345	136862905	136862999
2130	"ZNF83"	"ZNF83"	chr19	-	52635065	52635204	52635065	52635153	52638311	52638391
2131	"ZNF83"	"ZNF83"	chr19	-	52616717	52616835	52616717	52616815	52618935	52619062
2132	"ZNF83"	"ZNF83"	chr19	-	52616717	52616841	52616717	52616835	52618935	52619062
2133	"ZNF83"	"ZNF83"	chr19	-	52616717	52616841	52616717	52616815	52618935	52619062
2134	"KANSL3"	"KANSL3"	chr2	-	96604778	96604863	96604778	96604857	96605319	96605511
2135	"KANSL3"	"KANSL3"	chr2	-	96631311	96631543	96631311	96631482	96636920	96637185
2136	"SBNO1"	"SBNO1"	chr12	-	123345257	123345570	123345257	123345567	123348028	123348133
2137	"RCAN3"	"RCAN3"	chr1	+	24533082	24533254	24533112	24533254	24531217	24531391
2138	"NSUN5"	"NSUN5"	chr7	-	73302515	73303529	73302515	73303524	73303599	73303740
2139	"NSUN5"	"NSUN5"	chr7	-	73307582	73307757	73307582	73307643	73308430	73308553
2140	"PRKCB"	"PRKCB"	chr16	+	24214657	24220611	24219960	24220611	24191089	24191230
2141	"RBMY1F"	"RBMY1F"	chrY	-	22416804	22416893	22416804	22416888	22417304	22417881
2142	"PDHA1"	"PDHA1"	chrX	+	19351259	19351407	19351280	19351407	19349936	19350110
2143	"NRG3"	"NRG3"	chr10	+	82865410	82865437	82865413	82865437	82738576	82738650
2144	"PTBP2"	"PTBP2"	chr1	+	96813272	96815049	96813275	96815049	96813028	96813106
2145	"PTBP2"	"PTBP2"	chr1	+	96804784	96804939	96804799	96804939	96785058	96785254
2146	"GGT1"	"GGT1"	chr22	+	24610249	24610531	24610357	24610531	24609964	24610033
2147	"C1orf162"	"C1orf162"	chr1	+	111477650	111477775	111477725	111477775	111477333	111477428
2148	"SLITRK2"	"SLITRK2"	chrX	+	145821347	145821884	145821830	145821884	145820473	145820536
2149	"SLITRK2"	"SLITRK2"	chrX	+	145822382	145825842	145822394	145825842	145822004	145822153
2150	"SLITRK2"	"SLITRK2"	chrX	+	145822382	145825842	145822394	145825842	145822004	145822163
2151	"MVK"	"MVK"	chr12	+	109574808	109574900	109574817	109574900	109573694	109573873
2152	"ANKLE1"	"ANKLE1"	chr19	+	17282056	17282209	17282061	17282209	17281644	17281982
2153	"VIPR1"	"VIPR1"	chr3	+	42527392	42527496	42527395	42527496	42525886	42525993
2154	"BOC"	"BOC"	chr3	+	113278094	113278257	113278097	113278257	113274374	113274682
2155	"PEX11G"	"PEX11G"	chr19	-	7476869	7477436	7476869	7477253	7478313	7478376
2156	"CKAP2L"	"CKAP2L"	chr2	-	112755976	112757214	112755976	112757155	112760712	112760764
2157	"VPREB1"	"VPREB1"	chr22	+	22244945	22245515	22244959	22245515	22244779	22244859
2158	"EPB41L1"	"EPB41L1"	chr20	+	36214356	36214440	36214359	36214440	36212271	36212376
2159	"PDGFD"	"PDGFD"	chr11	-	104000050	104000255	104000050	104000237	104163803	104164299
2160	"GNG10"	"GNG10"	chr9	+	111669268	111670246	111669271	111670246	111666814	111666946
2161	"ZNF577"	"ZNF577"	chr19	-	51871295	51873706	51871295	51873529	51877281	51877377
2162	"OSR2"	"OSR2"	chr8	+	98951518	98952104	98951600	98952104	98950655	98950755
2163	"DBI"	"DBI"	chr2	+	119367558	119367644	119367563	119367644	119366923	119367060
2164	"DBI"	"DBI"	chr2	+	119367558	119367644	119367563	119367644	119366923	119367090
2165	"PMFBP1"	"PMFBP1"	chr16	-	72119850	72120149	72119850	72120089	72122913	72122988
2166	"NOS3"	"NOS3"	chr7	+	151003150	151003935	151003656	151003935	151002199	151002304
2167	"NOS3"	"NOS3"	chr7	+	151003150	151003935	151003310	151003935	151002199	151002304
2168	"NOS3"	"NOS3"	chr7	+	151003310	151003935	151003656	151003935	151002199	151002304
2169	"POMGNT1"	"POMGNT1"	chr1	-	46188680	46189357	46188680	46188980	46189457	46189567
2170	"TEKT4"	"TEKT4"	chr2	+	94872816	94873590	94873519	94873590	94871432	94872077
2171	"RBBP5"	"RBBP5"	chr1	-	205086141	205088815	205086141	205088812	205094872	205095064
2172	"RBBP5"	"RBBP5"	chr1	-	205114788	205114961	205114788	205114905	205115857	205115883
2173	"BRMS1"	"BRMS1"	chr11	-	66337332	66337889	66337332	66337807	66338242	66338282
2174	"SURF4"	"SURF4"	chr9	-	133367258	133367543	133367258	133367445	133375921	133376166
2175	"IFT122"	"IFT122"	chr3	+	129507664	129507762	129507667	129507762	129506408	129506549
2176	"UBE2V1"	"UBE2V1"	chr20	-	50096671	50096820	50096671	50096811	50113106	50113198
2177	"UBE2V1"	"UBE2V1"	chr20	-	50098881	50098981	50098881	50098964	50113106	50113198
2178	"PHPT1"	"PHPT1"	chr9	+	136850502	136850560	136850505	136850560	136850012	136850137
2179	"TSSK4"	"TSSK4"	chr14	+	24207115	24207509	24207145	24207509	24206508	24206723
2180	"NUPR1"	"NUPR1"	chr16	-	28538005	28538209	28538005	28538155	28538795	28539174
2181	"TPGS2"	"TPGS2"	chr18	-	36805373	36805502	36805373	36805397	36807846	36807934
2182	"TNPO2"	"TNPO2"	chr19	-	12702071	12702177	12702071	12702147	12702822	12702918
2183	"ELAVL4"	"ELAVL4"	chr1	+	50200808	50203785	50200850	50203785	50197428	50197467
2184	"FAM122B"	"FAM122B"	chrX	-	134769565	134772283	134769565	134771354	134781820	134781917
2185	"FAM122B"	"FAM122B"	chrX	-	134785885	134785950	134785885	134785947	134787471	134787533
2186	"ARID1A"	"ARID1A"	chr1	+	26774328	26775220	26774979	26775220	26773801	26773898
2187	"MAN1C1"	"MAN1C1"	chr1	+	25783662	25786207	25783843	25786207	25782584	25782700
2188	"FAM26D"	"FAM26D"	chr6	+	116554190	116554351	116554284	116554351	116543764	116543872
2189	"LIPF"	"LIPF"	chr10	+	88668557	88668756	88668656	88668756	88667568	88667686
2190	"ULK3"	"ULK3"	chr15	-	74842074	74842195	74842074	74842118	74842279	74842420
2191	"ULK3"	"ULK3"	chr15	-	74838151	74838192	74838151	74838173	74838265	74838344
2192	"SMARCAD1"	"SMARCAD1"	chr4	+	94278922	94279050	94278928	94279050	94278615	94278733
2193	"AMZ2"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248003	68248086
2194	"AMZ2"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248003	68248058
2195	"CDH18"	"CDH18"	chr5	-	19483300	19483552	19483300	19483446	19502991	19503109
2196	"CDH18"	"CDH18"	chr5	-	19483300	19483446	19483300	19483443	19502991	19503109
2197	"CDH18"	"CDH18"	chr5	-	19483300	19483552	19483300	19483443	19502991	19503109
2198	"ADPGK"	"ADPGK"	chr15	-	72751366	72752895	72751366	72752892	72755555	72755654
2199	"ADCYAP1R1"	"ADCYAP1R1"	chr7	+	31100126	31100210	31100129	31100210	31092643	31092735
2200	"H2AFY"	"H2AFY"	chr5	-	135360496	135360607	135360496	135360604	135369405	135369603
2201	"CLASP1"	"CLASP1"	chr2	-	121407470	121407715	121407470	121407712	121409023	121409047
2202	"SLC26A6"	"SLC26A6"	chr3	-	48626875	48627055	48626875	48627052	48627945	48628038
2203	"AZIN2"	"AZIN2"	chr1	+	33081387	33081508	33081390	33081508	33081112	33081294
2204	"AZIN2"	"AZIN2"	chr1	+	33093244	33093416	33093281	33093416	33092049	33092222
2205	"AZIN2"	"AZIN2"	chr1	+	33098006	33098179	33098066	33098179	33096706	33096869
2206	"C11orf54"	"C11orf54"	chr11	+	93747296	93747448	93747301	93747448	93741593	93741728
2207	"SNX17"	"SNX17"	chr2	+	27372598	27372740	27372622	27372740	27371268	27371343
2208	"ELP2"	"ELP2"	chr18	+	36167100	36167222	36167152	36167222	36164474	36164667
2209	"TBC1D2B"	"TBC1D2B"	chr15	-	77994984	77998355	77994984	77998303	78001618	78001740
2210	"TEX14"	"TEX14"	chr17	-	58616174	58616323	58616174	58616305	58617537	58617619
2211	"NFRKB"	"NFRKB"	chr11	-	129884744	129884882	129884744	129884846	129885434	129885609
2212	"NKIRAS2"	"NKIRAS2"	chr17	+	42021544	42021671	42021563	42021671	42020068	42020204
2213	"C21orf2"	"C21orf2"	chr21	-	44333032	44333262	44333032	44333253	44335757	44335804
2214	"C21orf2"	"C21orf2"	chr21	-	44330822	44330919	44330822	44330916	44331842	44332014
2215	"IL24"	"IL24"	chr1	+	206899316	206899515	206899319	206899515	206897730	206897876
2216	"ATP8B3"	"ATP8B3"	chr19	-	1801955	1802062	1801955	1802044	1802486	1802645
2217	"ATP8B3"	"ATP8B3"	chr19	-	1789360	1789727	1789360	1789614	1789889	1789989
2218	"ATP8B3"	"ATP8B3"	chr19	-	1806096	1806508	1806096	1806169	1806627	1806689
2219	"ZFP64"	"ZFP64"	chr20	-	52186831	52187071	52186831	52187065	52191590	52191985
2220	"RNF111"	"RNF111"	chr15	+	59092512	59092640	59092536	59092640	59091058	59091154
2221	"RNF111"	"RNF111"	chr15	+	59075953	59076215	59075956	59076215	59066763	59067083
2222	"RNF111"	"RNF111"	chr15	+	59084101	59084254	59084128	59084254	59080935	59081284
2223	"SPOCD1"	"SPOCD1"	chr1	-	31790421	31791291	31790421	31791252	31792214	31792401
2224	"MAPKAPK2"	"MAPKAPK2"	chr1	+	206732037	206734285	206732574	206734285	206731838	206731919
2225	"C18orf8"	"C18orf8"	chr18	+	23530386	23530612	23530510	23530612	23530228	23530297
2226	"TMEM44"	"TMEM44"	chr3	-	194604286	194604445	194604286	194604441	194610915	194611020
2227	"ZNF347"	"ZNF347"	chr19	-	53148680	53148812	53148680	53148809	53149240	53149367
2228	"MYNN"	"MYNN"	chr3	+	169778767	169779561	169778883	169779561	169774264	169774561
2229	"ST6GALNAC6"	"ST6GALNAC6"	chr9	-	127885320	127886788	127885320	127886784	127887483	127887591
2230	"SIGLEC10"	"SIGLEC10"	chr19	-	51416665	51416950	51416665	51416776	51417081	51417465
2231	"SIGLEC10"	"SIGLEC10"	chr19	-	51416665	51416950	51416665	51416806	51417081	51417465
2232	"SIGLEC10"	"SIGLEC10"	chr19	-	51416665	51416806	51416665	51416776	51417081	51417465
2233	"CABP4"	"CABP4"	chr11	+	67456119	67456218	67456187	67456218	67455346	67455789
2234	"MMP28"	"MMP28"	chr17	-	35767751	35767919	35767751	35767889	35768229	35768379
2235	"MMP28"	"MMP28"	chr17	-	2283	2451	2283	2421	2761	2911
2236	"DNLZ"	"DNLZ"	chr9	-	136362988	136363132	136362988	136363128	136363486	136363811
2237	"LINC00238"	"LINC00238"	chr14	+	66491606	66491685	66491625	66491685	66490741	66490819
2238	"MED24"	"MED24"	chr17	-	40053468	40053657	40053468	40053635	40054360	40054636
2239	"ADAM8"	"ADAM8"	chr10	-	133273253	133273443	133273253	133273430	133273761	133273838
2240	"PRPF40B"	"PRPF40B"	chr12	+	49642926	49643016	49642929	49643016	49642579	49642675
2241	"PRPF40B"	"PRPF40B"	chr12	+	49641907	49642024	49641928	49642024	49637732	49637824
2242	"RTEL1"	"RTEL1"	chr20	+	63662473	63662627	63662545	63662627	63661849	63661943
2243	"FCRL1"	"FCRL1"	chr1	-	157797100	157797132	157797100	157797129	157797867	157797939
2244	"SFT2D1"	"SFT2D1"	chr6	-	166331384	166331407	166331384	166331398	166342418	166342606
2245	"CPEB3"	"CPEB3"	chr10	-	92144944	92145112	92144944	92145085	92180962	92181019
2246	"PAPD4"	"PAPD4"	chr5	+	79642831	79642910	79642843	79642910	79641104	79641196
2247	"LIN54"	"LIN54"	chr4	-	82970326	82970469	82970326	82970465	82978882	82979006
2248	"FAM13C"	"FAM13C"	chr10	-	59252798	59252998	59252798	59252995	59254347	59254443
2249	"DCTN1"	"DCTN1"	chr2	-	74366243	74366620	74366243	74366375	74366782	74366932
2250	"LDLRAD1"	"LDLRAD1"	chr1	-	54012142	54012280	54012142	54012249	54017375	54017427
2251	"IMMT"	"IMMT"	chr2	-	86171207	86171345	86171207	86171312	86173649	86173761
2252	"IMMT"	"IMMT"	chr2	-	86170748	86170844	86170748	86170841	86171207	86171345
2253	"KCNIP1"	"KCNIP1"	chr5	+	170721757	170721903	170721832	170721903	170720320	170720390
2254	"TBCE"	"TBCE"	chr1	+	235419416	235419561	235419472	235419561	235414432	235414618
2255	"GTPBP3"	"GTPBP3"	chr19	+	17341043	17341322	17341106	17341322	17339433	17339599
2256	"HMMR"	"HMMR"	chr5	+	163467700	163467748	163467703	163467748	163464722	163464802
2257	"GHDC"	"GHDC"	chr17	-	42190184	42190359	42190184	42190270	42190623	42190757
2258	"IL16"	"IL16"	chr15	+	81306419	81306545	81306422	81306545	81305907	81306166
2259	"OGG1"	"OGG1"	chr3	+	9757043	9757405	9757060	9757405	9756766	9756816
2260	"OGG1"	"OGG1"	chr3	+	9759186	9759286	9759233	9759286	9756766	9756816
2261	"CLCN2"	"CLCN2"	chr3	-	184354547	184354658	184354547	184354607	184354903	184354973
2262	"VPS45"	"VPS45"	chr1	+	150068609	150068764	150068629	150068764	150067667	150067950
2263	"CHCHD10"	"CHCHD10"	chr22	-	2489	2658	2489	2637	3735	3955
2264	"CHCHD10"	"CHCHD10"	chr22	-	3735	3955	3735	3902	4195	4334
2265	"CHCHD10"	"CHCHD10"	chr22	-	23767373	23767593	23767373	23767540	23767833	23767972
2266	"CHCHD10"	"CHCHD10"	chr22	-	23766127	23766296	23766127	23766275	23767373	23767593
2267	"CREM"	"CREM"	chr10	+	35178871	35178986	35178888	35178986	35148367	35148491
2268	"CREM"	"CREM"	chr10	+	35211253	35212958	35211655	35212958	35206894	35207051
2269	"TEX10"	"TEX10"	chr9	-	100303631	100303842	100303631	100303785	100308499	100308681
2270	"ZDHHC8"	"ZDHHC8"	chr22	+	20145228	20148007	20147020	20148007	20142755	20143756
2271	"MAEA"	"MAEA"	chr4	+	1338421	1338617	1338425	1338617	1336860	1336994
2272	"ZMYM1"	"ZMYM1"	chr1	+	35111771	35111912	35111828	35111912	35110293	35110447
2273	"ZMYM1"	"ZMYM1"	chr1	+	35111771	35111912	35111775	35111912	35110293	35110447
2274	"ZMYM1"	"ZMYM1"	chr1	+	35111775	35111912	35111828	35111912	35110293	35110447
2275	"ZMYM1"	"ZMYM1"	chr1	+	35093319	35093441	35093393	35093441	35079362	35079442
2276	"PHF1"	"PHF1"	chr6	+	4863679	4863869	4863690	4863869	4863449	4863554
2277	"PHF1"	"PHF1"	chr6	+	33414954	33415144	33414965	33415144	33414724	33414829
2278	"MAD1L1"	"MAD1L1"	chr7	-	2230548	2230764	2230548	2230724	2232871	2232948
2279	"MAD1L1"	"MAD1L1"	chr7	-	2230548	2230764	2230548	2230727	2232871	2232948
2280	"MAD1L1"	"MAD1L1"	chr7	-	2230548	2230727	2230548	2230724	2232871	2232948
2281	"RPL15"	"RPL15"	chr3	+	23917836	23918031	23917849	23918031	23916803	23917173
2282	"SIGLEC17P"	"SIGLEC17P"	chr19	+	51172490	51172591	51172516	51172591	51172065	51172159
2283	"PRKAG1"	"PRKAG1"	chr12	-	49005305	49005391	49005305	49005364	49005461	49005543
2284	"STUB1"	"STUB1"	chr16	+	681062	681350	681151	681350	680110	680684
2285	"SEH1L"	"SEH1L"	chr18	+	12985239	12987536	12986861	12987536	12984039	12984190
2286	"ATP6V0A1"	"ATP6V0A1"	chr17	+	42477638	42477742	42477659	42477742	42470089	42470218
2287	"ZNF20"	"ZNF20"	chr19	-	12135768	12135904	12135768	12135895	12140179	12140407
2288	"GNRHR"	"GNRHR"	chr4	-	67744567	67744787	67744567	67744659	67753813	67756086
2289	"RRAGC"	"RRAGC"	chr1	-	38856878	38857082	38856878	38856980	38859409	38859823
2290	"WDR38"	"WDR38"	chr9	+	124854204	124854325	124854237	124854325	124853416	124853600
2291	"WDR38"	"WDR38"	chr9	+	124857498	124857891	124857501	124857891	124857363	124857411
2292	"ZSCAN32"	"ZSCAN32"	chr16	-	3390009	3390183	3390009	3390133	3390422	3390517
2293	"EYA1"	"EYA1"	chr8	-	71321733	71321879	71321733	71321876	71322198	71322268
2294	"EYA1"	"EYA1"	chr8	-	71321733	71321879	71321733	71321812	71322198	71322268
2295	"EYA1"	"EYA1"	chr8	-	71321733	71321876	71321733	71321812	71322198	71322268
2296	"EYA1"	"EYA1"	chr8	-	71317551	71317689	71317551	71317674	71321733	71321879
2297	"SYAP1"	"SYAP1"	chrX	+	16735226	16735345	16735264	16735345	16719583	16719899
2298	"ODF2"	"ODF2"	chr9	+	128460512	128460666	128460549	128460666	128459566	128459657
2299	"GIGYF2"	"GIGYF2"	chr2	+	232791257	232791446	232791260	232791446	232791007	232791170
2300	"GIGYF2"	"GIGYF2"	chr2	+	232790697	232790915	232790715	232790915	232787149	232787329
2301	"PKD2L1"	"PKD2L1"	chr10	-	100329210	100329346	100329210	100329324	100329868	100330486
2302	"MET"	"MET"	chr7	+	116759336	116759490	116759390	116759490	116758458	116758620
2303	"LOC101928535"	"LOC101928535"	chr11	+	106254150	106254814	106254717	106254814	106252790	106252855
2304	"RCE1"	"RCE1"	chr11	+	66843955	66844039	66843959	66844039	66843758	66843861
2305	"HCK"	"HCK"	chr20	+	32073715	32073818	32073718	32073818	32073318	32073361
2306	"AKAP13"	"AKAP13"	chr15	+	85710578	85710645	85710581	85710645	85708018	85708086
2307	"TMEM108"	"TMEM108"	chr3	+	133229265	133229351	133229269	133229351	133045901	133046020
2308	"ECSIT"	"ECSIT"	chr19	-	11507701	11507850	11507701	11507729	11507990	11508048
2309	"RAD9B"	"RAD9B"	chr12	+	110530524	110532086	110531573	110532086	110522176	110522411
2310	"FXYD4"	"FXYD4"	chr10	+	43373514	43373783	43373650	43373783	43372726	43372772
2311	"GSTT1"	"GSTT1"	chr22_KI270879v1_alt	-	273535	273686	273535	273625	278294	278486
2312	"GSTT1"	"GSTT1"	chr22_KI270879v1_alt	-	273535	273686	273535	273625	275874	275962
2313	"C19orf66"	"C19orf66"	chr19	+	10091475	10091630	10091583	10091630	10091249	10091353
2314	"CCR5"	"CCR5"	chr3	+	46370699	46370988	46370934	46370988	46370141	46370198
2315	"CARKD"	"CARKD"	chr13	+	110638241	110639995	110638377	110639995	110637128	110637249
2316	"CARKD"	"CARKD"	chr13	+	110635467	110635588	110635472	110635588	110634671	110634776
2317	"TLR10"	"TLR10"	chr4	-	38772238	38775652	38772238	38775555	38776109	38776426
2318	"SCUBE3"	"SCUBE3"	chr6	+	35232849	35232975	35232852	35232975	35231724	35231859
2319	"PPIE"	"PPIE"	chr1	+	39745374	39745498	39745413	39745498	39743823	39743924
2320	"FCGR3B"	"FCGR3B"	chr1	-	161629777	161630035	161629777	161630032	161630367	161630388
2321	"CENPW"	"CENPW"	chr6	+	126346204	126346318	126346244	126346318	126339788	126340399
2322	"SOAT1"	"SOAT1"	chr1	+	179342009	179342192	179342113	179342192	179341027	179341310
2323	"FRMD1"	"FRMD1"	chr6	-	168066754	168067129	168066754	168066831	168067366	168067446
2324	"SYBU"	"SYBU"	chr8	-	109642727	109642932	109642727	109642929	109644635	109644822
2325	"NR2C1"	"NR2C1"	chr12	-	95030408	95030873	95030408	95030629	95031348	95031488
2326	"HAGHL"	"HAGHL"	chr16	+	727411	727614	727481	727614	726935	727140
2327	"RBM12"	"RBM12"	chr20	-	35658929	35659014	35658929	35658982	35664759	35664956
2328	"GORASP1"	"GORASP1"	chr3	-	39100304	39100503	39100304	39100454	39100746	39100877
2329	"LINC00575"	"LINC00575"	chr4	-	82614892	82615081	82614892	82615019	82621211	82621437
2330	"IFIT1"	"IFIT1"	chr10	+	89399889	89400003	89399894	89400003	89392545	89392717
2331	"FSD1L"	"FSD1L"	chr9	+	105534492	105534593	105534495	105534593	105512806	105512936
2332	"SHC1"	"SHC1"	chr1	-	154965945	154966080	154965945	154966077	154966161	154966231
2333	"PTPN5"	"PTPN5"	chr11	-	18743321	18743429	18743321	18743333	18744005	18744199
2334	"PTPN5"	"PTPN5"	chr11	-	18771938	18772071	18771938	18772026	18791524	18791842
2335	"HSD11B1"	"HSD11B1"	chr1	+	209704894	209705030	209704916	209705030	209686179	209686285
2336	"ICE2"	"ICE2"	chr15	-	60468060	60468322	60468060	60468162	60476062	60476167
2337	"EDRF1"	"EDRF1"	chr10	+	125737917	125737989	125737922	125737989	125735643	125735904
2338	"EDRF1"	"EDRF1"	chr10	+	125730271	125730399	125730287	125730399	125729357	125729479
2339	"SHBG"	"SHBG"	chr17	+	7631588	7631748	7631642	7631748	7631199	7631361
2340	"PTOV1"	"PTOV1"	chr19	+	49859985	49860183	49860055	49860183	49858548	49858653
2341	"PTOV1"	"PTOV1"	chr19	+	49857903	49857977	49857908	49857977	49857692	49857782
2342	"PTOV1"	"PTOV1"	chr19	+	49860565	49860744	49860613	49860744	49860267	49860336
2343	"LUZP2"	"LUZP2"	chr11	+	24729168	24729286	24729172	24729286	24496969	24497305
2344	"MICA"	"MICA"	chr6	+	2719656	2719941	2719828	2719941	2719127	2719382
2345	"MICA"	"MICA"	chr6	+	2891442	2891730	2891614	2891730	2890913	2891168
2346	"MICA"	"MICA"	chr6	+	2713348	2713636	2713520	2713636	2712819	2713074
2347	"MICA"	"MICA"	chr6	+	31411071	31411359	31411243	31411359	31410542	31410797
2348	"MICA"	"MICA"	chr6	+	2666799	2667087	2666971	2667087	2666270	2666525
2349	"PGF"	"PGF"	chr14	-	74953903	74953946	74953903	74953943	74955167	74955764
2350	"KIAA1586"	"KIAA1586"	chr6	+	57047312	57047396	57047334	57047396	57046531	57046776
2351	"PAGE3"	"PAGE3"	chrX	-	55263819	55263925	55263819	55263911	55264545	55264846
2352	"EDN2"	"EDN2"	chr1	-	41484046	41484203	41484046	41484112	41484537	41484683
2353	"FGFR1OP"	"FGFR1OP"	chr6	+	167039903	167042418	167040047	167042418	167033874	167033971
2354	"NDOR1"	"NDOR1"	chr9	+	137215406	137215521	137215427	137215521	137215094	137215202
2355	"NDOR1"	"NDOR1"	chr9	+	137216066	137216188	137216093	137216188	137215898	137216017
2356	"ZBTB37"	"ZBTB37"	chr1	+	173870196	173871148	173870199	173871148	173868924	173869120
2357	"ALKBH6"	"ALKBH6"	chr19	-	36010566	36010683	36010566	36010645	36010893	36011045
2358	"APBB2"	"APBB2"	chr4	-	40944864	40945073	40944864	40945070	41013582	41014398
2359	"APBB2"	"APBB2"	chr4	-	40830462	40830583	40830462	40830577	40856984	40857155
2360	"APBB2"	"APBB2"	chr4	-	40825886	40825970	40825886	40825967	40827131	40827219
2361	"SEC14L1"	"SEC14L1"	chr17	+	77142645	77142750	77142649	77142750	77140922	77141107
2362	"PON2"	"PON2"	chr7	-	95411652	95411779	95411652	95411743	95412311	95412477
2363	"TTK"	"TTK"	chr6	+	80005829	80005982	80005841	80005982	80004604	80004713
2364	"TTK"	"TTK"	chr6	+	80026377	80026514	80026380	80026514	80022323	80022472
2365	"ZNF33B"	"ZNF33B"	chr10	-	42594594	42594699	42594594	42594696	42631928	42632024
2366	"CHCHD7"	"CHCHD7"	chr8	+	56216388	56216531	56216432	56216531	56214597	56214667
2367	"RTFDC1"	"RTFDC1"	chr20	+	56517105	56517201	56517108	56517201	56516934	56516989
2368	"CUL4A"	"CUL4A"	chr13	+	113233152	113233339	113233176	113233339	113229445	113229519
2369	"TENM1"	"TENM1"	chrX	-	124671682	124671835	124671682	124671832	124705012	124705251
2370	"ZFAND5"	"ZFAND5"	chr9	-	72360627	72360787	72360627	72360784	72363469	72363606
2371	"ZFAND5"	"ZFAND5"	chr9	-	72360627	72360787	72360627	72360784	72364695	72365247
2372	"SPARC"	"SPARC"	chr5	-	151674611	151674674	151674611	151674671	151676131	151676201
2373	"SPARC"	"SPARC"	chr5	-	151661095	151663599	151661095	151663597	151664086	151664235
2374	"SORT1"	"SORT1"	chr1	-	109345750	109345881	109345750	109345878	109347482	109347532
2375	"LOC284581"	"LOC284581"	chr1	+	205894167	205896087	205894466	205896087	205891155	205891309
2376	"ZNF185"	"ZNF185"	chrX	+	152920706	152920748	152920709	152920748	152920327	152920411
2377	"TP53AIP1"	"TP53AIP1"	chr11	-	128935370	128935712	128935370	128935700	128936537	128936649
2378	"BLM"	"BLM"	chr15	+	90759980	90760279	90760146	90760279	90754810	90754938
2379	"ZNF557"	"ZNF557"	chr19	+	7075654	7075743	7075675	7075743	7074995	7075105
2380	"GUCY1A3"	"GUCY1A3"	chr4	+	155696755	155697122	155696934	155697122	155667345	155667419
2381	"GUCY1A3"	"GUCY1A3"	chr4	+	155696805	155697122	155696934	155697122	155667345	155667419
2382	"GUCY1A3"	"GUCY1A3"	chr4	+	155696755	155697122	155696805	155697122	155667345	155667419
2383	"LINC01591"	"LINC01591"	chr8	+	135293757	135293870	135293793	135293870	135291175	135291352
2384	"C9orf116"	"C9orf116"	chr9	-	135495179	135495615	135495179	135495569	135498584	135498663
2385	"SLC4A9"	"SLC4A9"	chr5	+	140363727	140363902	140363760	140363902	140363438	140363555
2386	"SLC4A9"	"SLC4A9"	chr5	+	140374769	140375137	140374826	140375137	140372744	140372843
2387	"SLC4A9"	"SLC4A9"	chr5	+	140360739	140360972	140360811	140360972	140360201	140360466
2388	"CSN2"	"CSN2"	chr4	-	69958908	69958953	69958908	69958950	69959048	69959069
2389	"TNK1"	"TNK1"	chr17	+	7386974	7387154	7386989	7387154	7386560	7386655
