IID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7483	"Gpr64"	"Gpr64"	chrX	+	160458834	160458873	160456004	160456037	160461342	160461381
7484	"Dlg5"	"Dlg5"	chr14	-	24191147	24191291	24190317	24190501	24192791	24192954
7485	"Dlg5"	"Dlg5"	chr14	-	24202297	24202366	24192791	24192954	24245146	24245920
7486	"Muc1"	"Muc1"	chr3	+	89231500	89231634	89231312	89231365	89231762	89231884
7487	"Pramef8"	"Pramef8"	chr4	+	143415348	143415413	143412425	143413091	143416639	143416952
7488	"Rassf6"	"Rassf6"	chr5	-	90617706	90617785	90615794	90615937	90631507	90631606
7489	"Rassf6"	"Rassf6"	chr5	-	90606775	90606877	90606414	90606466	90609714	90609812
7490	"Rassf6"	"Rassf6"	chr5	-	90608798	90608992	90606775	90606877	90609714	90609812
7491	"Spata7"	"Spata7"	chr12	+	98633989	98634151	98631962	98632037	98637565	98637613
7492	"Spata7"	"Spata7"	chr12	+	98659549	98659616	98658212	98658646	98661971	98662087
7493	"Spata7"	"Spata7"	chr12	+	98634223	98634319	98631962	98632037	98637565	98637613
7494	"Spata7"	"Spata7"	chr12	+	98658212	98658646	98648348	98648482	98661971	98662087
7495	"Pdk3"	"Pdk3"	chrX	-	93782145	93782247	93781466	93781577	93783779	93783856
7496	"Pdk3"	"Pdk3"	chrX	-	93808870	93808942	93802208	93802393	93813926	93814068
7497	"Ak4"	"Ak4"	chr4	+	101447159	101447279	101419728	101419965	101460499	101460672
7498	"Helz"	"Helz"	chr11	+	107646049	107646233	107637779	107637927	107649111	107649340
7499	"Ttc21b"	"Ttc21b"	chr2	-	66186153	66186221	66184326	66184843	66188259	66188380
7500	"Dpp3"	"Dpp3"	chr19	-	4914809	4914934	4914579	4914700	4915018	4915081
7501	"Tvp23a"	"Tvp23a"	chr16	-	10428658	10428803	10427382	10427472	10446929	10447350
7502	"Arpp21"	"Arpp21"	chr9	-	112155417	112155516	112149334	112149372	112157689	112157798
7503	"Arpp21"	"Arpp21"	chr9	-	112187469	112187507	112185608	112185769	112187589	112187766
7504	"Arpp21"	"Arpp21"	chr9	-	112126434	112126539	112124739	112125000	112127278	112127460
7505	"Arpp21"	"Arpp21"	chr9	-	112147422	112147482	112143308	112143538	112149334	112149372
7506	"Taok3"	"Taok3"	chr5	+	117185526	117185611	117133587	117133775	117193628	117193839
7507	"Taok3"	"Taok3"	chr5	+	117185526	117185611	117120128	117120339	117193628	117193839
7508	"Samhd1"	"Samhd1"	chr2	-	157101320	157101443	157097528	157099503	157101720	157101858
7509	"Samhd1"	"Samhd1"	chr2	-	157101720	157101858	157097528	157099503	157104831	157104936
7510	"Samhd1"	"Samhd1"	chr2	-	157110547	157110639	157109416	157109532	157112799	157112941
7511	"Polr2d"	"Polr2d"	chr18	+	31795287	31795383	31791839	31792020	31796049	31796701
7512	"Ccdc82"	"Ccdc82"	chr9	+	13249258	13249342	13246978	13247021	13252070	13252798
7513	"Coq5"	"Coq5"	chr5	+	115294826	115294915	115290933	115291040	115295665	115295777
7514	"Psmc4"	"Psmc4"	chr7	-	28042649	28042726	28042338	28042507	28042808	28042976
7515	"Add1"	"Add1"	chr5	+	34629135	34629172	34628414	34628513	34630469	34632305
7516	"Nup37"	"Nup37"	chr10	+	88177072	88177166	88174882	88174933	88178133	88178395
7517	"Nt5dc1"	"Nt5dc1"	chr10	-	34398113	34398198	34324287	34324462	34399737	34399817
7518	"Ppp2r5c"	"Ppp2r5c"	chr12	+	110574744	110574861	110570695	110570768	110580400	110583074
7519	"Ppp2r5c"	"Ppp2r5c"	chr12	+	110561297	110561468	110554842	110554896	110567727	110567855
7520	"Ppp2r5c"	"Ppp2r5c"	chr12	+	110567727	110567855	110561297	110561468	110568953	110569055
7521	"Ppp2r5c"	"Ppp2r5c"	chr12	+	110522490	110522690	110485738	110485952	110544074	110544185
7522	"Ccbl1"	"Ccbl1"	chr2	-	30197956	30198159	30194053	30194112	30205632	30205699
7523	"Ccbl1"	"Ccbl1"	chr2	-	30187688	30187817	30186832	30186909	30188052	30188139
7524	"Ccbl1"	"Ccbl1"	chr2	-	30194053	30194112	30191924	30192072	30205632	30205699
7525	"Ccbl1"	"Ccbl1"	chr2	-	30191924	30192072	30188214	30188364	30205632	30205699
7526	"Ccbl1"	"Ccbl1"	chr2	-	30187186	30187307	30186832	30186909	30187688	30187817
7527	"Zscan25"	"Zscan25"	chr5	+	145286307	145286509	145283342	145283780	145287307	145287399
7528	"Sin3b"	"Sin3b"	chr8	+	72725536	72725690	72724043	72724150	72731080	72731278
7529	"Spert"	"Spert"	chr14	-	75590835	75590985	75582833	75584235	75591914	75591985
7530	"Spert"	"Spert"	chr14	-	75592595	75592676	75582833	75584235	75592984	75593116
7531	"Btd"	"Btd"	chr14	+	31662069	31662325	31641056	31641135	31665881	31666031
7532	"Ttc17"	"Ttc17"	chr2	-	94342626	94342797	94332792	94333052	94358750	94358937
7533	"Ttc17"	"Ttc17"	chr2	-	94304943	94305063	94300765	94301867	94323088	94323172
7534	"Ttc17"	"Ttc17"	chr2	-	94303544	94303688	94300765	94301867	94304943	94305063
7535	"Syt6"	"Syt6"	chr3	+	103630901	103630969	103626981	103627132	103632446	103635179
7536	"Atg2a"	"Atg2a"	chr19	+	6256551	6256687	6256167	6256376	6257438	6257642
7537	"Cd200"	"Cd200"	chr16	-	45400221	45400303	45396968	45397295	45408855	45409053
7538	"Tpo"	"Tpo"	chr12	-	30100318	30100577	30098168	30098339	30103051	30103552
7539	"Trpm7"	"Trpm7"	chr2	-	126846073	126846245	126844299	126844474	126848496	126848621
7540	"Trpm7"	"Trpm7"	chr2	-	126823975	126824104	126822469	126822748	126825411	126825555
7541	"Lcn11"	"Lcn11"	chr2	+	25778988	25779096	25778064	25778138	25779247	25779349
7542	"Tnrc18"	"Tnrc18"	chr5	-	142764768	142764897	142762989	142763161	142765050	142765187
7543	"Nars"	"Nars"	chr18	-	64501743	64501875	64501302	64501434	64503507	64503621
7544	"Akap10"	"Akap10"	chr11	-	61903906	61904030	61900309	61900446	61909847	61909946
7545	"Akap10"	"Akap10"	chr11	-	61904774	61904859	61903906	61904030	61909847	61909946
7546	"Atp2c1"	"Atp2c1"	chr9	-	105414633	105414775	105411361	105413189	105418049	105418145
7547	"Atp2c1"	"Atp2c1"	chr9	-	105494414	105494597	105470036	105470147	105494892	105495133
7548	"Atp2c1"	"Atp2c1"	chr9	-	105494414	105494482	105470036	105470147	105494892	105495133
7549	"Srp14"	"Srp14"	chr2	-	118476826	118476859	118475842	118476307	118478920	118479033
7550	"Sgk3"	"Sgk3"	chr1	+	9891360	9891450	9885666	9885753	9898719	9902568
7551	"Sgk3"	"Sgk3"	chr1	+	9886046	9886142	9885666	9885753	9888869	9889025
7552	"Sgk3"	"Sgk3"	chr1	+	9886046	9886142	9885666	9885753	9891360	9891450
7553	"Sgk3"	"Sgk3"	chr1	+	9888869	9889025	9886046	9886142	9891360	9891450
7554	"Sgk3"	"Sgk3"	chr1	+	9888869	9889025	9885666	9885753	9891360	9891450
7555	"Sgk3"	"Sgk3"	chr1	+	9827012	9827119	9798129	9798246	9865130	9865348
7556	"Cox7a2l"	"Cox7a2l"	chr17	-	83504099	83504228	83501916	83502737	83514203	83514333
7557	"Cox7a2l"	"Cox7a2l"	chr17	-	83503930	83503999	83501916	83502737	83504099	83504228
7558	"Ccdc154"	"Ccdc154"	chr17	+	25167889	25168014	25167687	25167816	25168309	25168436
7559	"Ccdc154"	"Ccdc154"	chr17	+	25164506	25164630	25164094	25164190	25167296	25167398
7560	"Trp53inp2"	"Trp53inp2"	chr2	+	155385880	155386169	155385289	155385464	155386539	155389847
7561	"Rps20"	"Rps20"	chr4	-	3834935	3835009	3834472	3834683	3835191	3835291
7562	"Unc5cl"	"Unc5cl"	chr17	+	48463576	48463644	48463361	48463463	48464441	48464542
7563	"Cnot6"	"Cnot6"	chr11	-	49679920	49680151	49677299	49677502	49681140	49681295
7564	"Wdr37"	"Wdr37"	chr13	-	8835296	8835438	8820410	8820545	8836782	8837023
7565	"Prkcg"	"Prkcg"	chr7	+	3318859	3319012	3314511	3314541	3319530	3319719
7566	"Prkcg"	"Prkcg"	chr7	+	3314132	3314220	3313697	3313832	3314511	3314541
7567	"Slc43a3"	"Slc43a3"	chr2	+	84955430	84955617	84950420	84950540	84957685	84958509
7568	"Slc43a3"	"Slc43a3"	chr2	+	84956271	84956386	84955430	84955617	84957685	84958509
7569	"Slc43a3"	"Slc43a3"	chr2	+	84950420	84950540	84949972	84950191	84957685	84958509
7570	"Slc43a3"	"Slc43a3"	chr2	+	84944241	84944318	84940980	84941027	84944517	84944610
7571	"Arntl2"	"Arntl2"	chr6	+	146825166	146825228	146822588	146822695	146828098	146828159
7572	"Arntl2"	"Arntl2"	chr6	+	146823093	146823244	146822588	146822695	146825166	146825228
7573	"Arntl2"	"Arntl2"	chr6	+	146823123	146823244	146822588	146822695	146825166	146825228
7574	"Arntl2"	"Arntl2"	chr6	+	146827215	146827324	146825166	146825228	146828098	146828186
7575	"Abca2"	"Abca2"	chr2	+	25445549	25445728	25445307	25445425	25445969	25446111
7576	"Tex2"	"Tex2"	chr11	-	106519881	106520014	106513586	106513712	106529261	106529361
7577	"Csf2rb2"	"Csf2rb2"	chr15	-	78286711	78286769	78285979	78286083	78286972	78287063
7578	"Csf2rb2"	"Csf2rb2"	chr15	-	78294341	78294529	78291835	78291971	78296975	78297102
7579	"Csf2rb2"	"Csf2rb2"	chr15	-	78288824	78288961	78287887	78288047	78291555	78291713
7580	"Trim23"	"Trim23"	chr13	+	104184725	104184847	104179097	104181236	104187400	104187679
7581	"Trim23"	"Trim23"	chr13	+	104200068	104200193	104198593	104198704	104201230	104202048
7582	"Dusp6"	"Dusp6"	chr10	+	99264543	99264981	99263230	99264091	99265991	99267489
7583	"Cfi"	"Cfi"	chr3	+	129862129	129862150	129861965	129861992	129865340	129865397
7584	"Lrrc61"	"Lrrc61"	chr6	+	48556954	48557094	48554798	48554982	48568136	48570722
7585	"Zfp185"	"Zfp185"	chrX	+	73003372	73003459	73002574	73002658	73012439	73012628
7586	"Pdrg1"	"Pdrg1"	chr2	-	153012380	153012455	153010257	153010338	153014009	153014085
7587	"Mtfr1"	"Mtfr1"	chr3	+	19208490	19208527	19206451	19206550	19211467	19211583
7588	"Hadhb"	"Hadhb"	chr5	+	30174790	30174971	30173809	30173997	30176887	30177009
7589	"Hadhb"	"Hadhb"	chr5	+	30179551	30179639	30178796	30178844	30180314	30180389
7590	"BC107364"	"BC107364"	chr3	-	96434736	96434830	96433787	96434442	96440708	96440862
7591	"Adck1"	"Adck1"	chr12	+	88456736	88456934	88455478	88455628	88459009	88459203
7592	"Gpr107"	"Gpr107"	chr2	+	31191846	31191890	31188682	31188813	31207678	31207728
7593	"Gpr107"	"Gpr107"	chr2	+	31171941	31172081	31168796	31168879	31174201	31174239
7594	"Npepl1"	"Npepl1"	chr2	+	174111076	174111262	174110350	174110572	174111613	174111784
7595	"Skint7"	"Skint7"	chr4	+	111984750	111984873	111984070	111984178	111987929	111988221
7596	"Erbb2"	"Erbb2"	chr11	+	98434499	98434575	98434213	98434369	98434801	98434948
7597	"Erbb2"	"Erbb2"	chr11	+	98434213	98434369	98433891	98434077	98434801	98434948
7598	"Cyp2d12"	"Cyp2d12"	chr15	+	82556643	82556796	82556200	82556372	82556875	82557036
7599	"St7"	"St7"	chr6	+	17850356	17850425	17848003	17848079	17852257	17852412
7600	"St7"	"St7"	chr6	+	17930765	17930858	17921988	17922139	17934118	17934258
7601	"St7"	"St7"	chr6	+	17848003	17848079	17846198	17846314	17852257	17852412
7602	"Zmpste24"	"Zmpste24"	chr4	-	121087308	121087395	121083308	121083425	121095551	121095698
7603	"Zmpste24"	"Zmpste24"	chr4	-	121065813	121065957	121059237	121061220	121068709	121068814
7604	"Snrnp200"	"Snrnp200"	chr2	+	127212348	127212404	127211599	127211792	127214806	127214905
7605	"Osbpl8"	"Osbpl8"	chr10	+	111224671	111224708	111204734	111204840	111233552	111233690
7606	"Parm1"	"Parm1"	chr5	+	91612997	91613076	91593817	91594501	91622932	91623996
7607	"Parm1"	"Parm1"	chr5	+	91593817	91594501	91517699	91517957	91612997	91613076
7608	"Ywhaq"	"Ywhaq"	chr12	-	21398240	21398364	21396281	21396445	21416797	21417436
7609	"Ubxn11"	"Ubxn11"	chr4	+	134112914	134112969	134112514	134112609	134113356	134113433
7610	"Ubxn11"	"Ubxn11"	chr4	+	134124833	134124954	134123841	134123919	134125065	134125169
7611	"Pde6c"	"Pde6c"	chr19	+	38180005	38180080	38178257	38178321	38180170	38180254
7612	"Rnf38"	"Rnf38"	chr4	-	44133639	44133761	44131543	44131643	44134889	44134974
7613	"Rnf38"	"Rnf38"	chr4	-	44158902	44159052	44152359	44152553	44168242	44168283
7614	"Epc1"	"Epc1"	chr18	-	6452232	6452392	6450465	6450639	6453508	6453657
7615	"Epc1"	"Epc1"	chr18	-	6441121	6441243	6440048	6440190	6448904	6449257
7616	"1110037F02Rik"	"1110037F02Rik"	chr4	+	11516828	11516978	11513027	11514168	11518925	11519414
7617	"1110037F02Rik"	"1110037F02Rik"	chr4	+	11548730	11548874	11545968	11546300	11549544	11551143
7618	"Pak3"	"Pak3"	chrX	+	143678091	143678151	143672601	143672893	143693286	143693488
7619	"Pak3"	"Pak3"	chrX	+	143713893	143713938	143709647	143709748	143715135	143715289
7620	"Pak3"	"Pak3"	chrX	+	143713893	143713938	143712277	143712340	143715135	143715289
7621	"Pak3"	"Pak3"	chrX	+	143712277	143712340	143709647	143709748	143715135	143715289
7622	"Pak3"	"Pak3"	chrX	+	143712277	143712340	143709647	143709748	143713893	143713938
7623	"Lrmp"	"Lrmp"	chr6	+	145138045	145138086	145137459	145137607	145138181	145138263
7624	"Pla2g4e"	"Pla2g4e"	chr2	-	120181416	120181553	120176721	120176944	120182703	120182839
7625	"Mep1a"	"Mep1a"	chr17	-	43502540	43502565	43502387	43502438	43502652	43502773
7626	"Mtm1"	"Mtm1"	chrX	+	71301733	71301826	71299567	71299774	71302500	71302614
7627	"Mtm1"	"Mtm1"	chrX	+	71307699	71307876	71302500	71302614	71313645	71315295
7628	"Efcab2"	"Efcab2"	chr1	+	178474881	178474961	178455815	178455888	178475684	178475727
7629	"Skil"	"Skil"	chr3	+	31096702	31097190	31095057	31095157	31097269	31097465
7630	"Yy1"	"Yy1"	chr12	+	108814605	108814764	108806478	108806641	108815472	108816632
7631	"Yy1"	"Yy1"	chr12	+	108812918	108812979	108806478	108806641	108814605	108814764
7632	"Srm"	"Srm"	chr4	+	148592481	148592574	148592043	148592164	148593287	148593441
7633	"Ajuba"	"Ajuba"	chr14	-	54573391	54573493	54571765	54571833	54576231	54577661
7634	"Kpna2"	"Kpna2"	chr11	-	106992602	106992691	106991857	106992126	106996508	106996646
7635	"Zcchc6"	"Zcchc6"	chr13	-	59784764	59784880	59782017	59782343	59785720	59785812
7636	"Zcchc6"	"Zcchc6"	chr13	-	59811514	59811566	59810570	59810640	59814865	59814954
7637	"Zcchc6"	"Zcchc6"	chr13	-	59796819	59796920	59794446	59794504	59797669	59797756
7638	"Zcchc6"	"Zcchc6"	chr13	-	59778751	59778815	59771878	59772859	59782017	59782343
7639	"Zcchc6"	"Zcchc6"	chr13	-	59814865	59814954	59810570	59810640	59815545	59815723
7640	"Os9"	"Os9"	chr10	-	127096914	127097079	127096629	127096742	127097931	127098121
7641	"Mat2b"	"Mat2b"	chr11	-	40680655	40680769	40679313	40680194	40682463	40682657
7642	"Cacna1a"	"Cacna1a"	chr8	+	84614694	84614791	84612284	84612412	84617791	84617897
7643	"Cacna1a"	"Cacna1a"	chr8	+	84635548	84635584	84633649	84633763	84636511	84636698
7644	"Ece2"	"Ece2"	chr16	+	20630351	20630438	20617625	20617909	20630780	20630910
7645	"Ece2"	"Ece2"	chr16	+	20630351	20630438	20629850	20630047	20630780	20630910
7646	"Ptprq"	"Ptprq"	chr10	-	107718469	107718696	107711872	107712072	107719367	107719479
7647	"Ptprq"	"Ptprq"	chr10	-	107638824	107638966	107635250	107635520	107643440	107643716
7648	"Ptprq"	"Ptprq"	chr10	-	107638824	107638966	107635250	107635520	107642904	107643056
7649	"Ptprq"	"Ptprq"	chr10	-	107705474	107705621	107699540	107699713	107708625	107708754
7650	"Ptprq"	"Ptprq"	chr10	-	107716082	107716152	107711872	107712072	107718469	107718696
7651	"Ptprq"	"Ptprq"	chr10	-	107590938	107591060	107586608	107586795	107608129	107608453
7652	"Ptprq"	"Ptprq"	chr10	-	107543391	107543418	107542651	107542733	107563134	107563263
7653	"Ptprq"	"Ptprq"	chr10	-	107686206	107686386	107685533	107685641	107686488	107686650
7654	"Ptprq"	"Ptprq"	chr10	-	107565840	107565940	107563134	107563263	107575888	107576111
7655	"Ptprq"	"Ptprq"	chr10	-	107542651	107542733	107538931	107539022	107563134	107563263
7656	"Ptprq"	"Ptprq"	chr10	-	107642904	107643056	107635250	107635520	107643440	107643716
7657	"Ptprq"	"Ptprq"	chr10	-	107642904	107643056	107638824	107638966	107643440	107643716
7658	"Ptprq"	"Ptprq"	chr10	-	107572961	107573035	107565840	107565940	107575888	107576111
7659	"Kif1a"	"Kif1a"	chr1	-	93046651	93046770	93043588	93043674	93052423	93052561
7660	"Kif1a"	"Kif1a"	chr1	-	93026831	93026855	93025620	93025735	93036845	93036951
7661	"Prdm2"	"Prdm2"	chr4	-	143111633	143111777	143107390	143109385	143131709	143136099
7662	"Prdm2"	"Prdm2"	chr4	-	143179287	143179391	143170035	143170188	143180876	143180991
7663	"Tmem14c"	"Tmem14c"	chr13	+	41017114	41017173	41016249	41016398	41017705	41017782
7664	"Adam15"	"Adam15"	chr3	-	89340862	89340937	89340400	89340472	89341507	89341577
7665	"Adam15"	"Adam15"	chr3	-	89340400	89340472	89340054	89340179	89341507	89341577
7666	"Epb4.1l2"	"Epb4.1l2"	chr10	+	25493566	25493629	25488950	25489093	25495444	25495591
7667	"Epb4.1l2"	"Epb4.1l2"	chr10	+	25495444	25495591	25488950	25489093	25501823	25502387
7668	"Epb4.1l2"	"Epb4.1l2"	chr10	+	25501823	25502387	25488950	25489093	25504136	25504259
7669	"Zbtb43"	"Zbtb43"	chr2	-	33464913	33464974	33450287	33455123	33468432	33468532
7670	"Zbtb43"	"Zbtb43"	chr2	-	33462265	33462357	33450287	33455123	33464913	33464974
7671	"Ranbp17"	"Ranbp17"	chr11	-	33500679	33500770	33493250	33493417	33504681	33504828
7672	"Ranbp17"	"Ranbp17"	chr11	-	33404081	33404199	33329470	33329544	33441802	33441938
7673	"Ranbp17"	"Ranbp17"	chr11	-	33243109	33243276	33219170	33219269	33264635	33264774
7674	"Zyx"	"Zyx"	chr6	+	42357312	42357433	42356431	42356610	42357851	42358562
7675	"Zyx"	"Zyx"	chr6	+	42351269	42351362	42350945	42351148	42351474	42351969
7676	"Zyx"	"Zyx"	chr6	+	42350945	42351148	42350256	42350476	42351474	42351969
7677	"Tsku"	"Tsku"	chr7	-	98359357	98359467	98350667	98353130	98361241	98361288
7678	"Tsku"	"Tsku"	chr7	-	98353476	98353616	98350667	98353130	98359357	98359467
7679	"Syncrip"	"Syncrip"	chr9	-	88480605	88480765	88479793	88479912	88482055	88482397
7680	"Zc3h7b"	"Zc3h7b"	chr15	+	81768983	81769181	81768832	81768866	81771737	81771896
7681	"Mdga2"	"Mdga2"	chr12	-	66511989	66512010	66506666	66506822	66513181	66513359
7682	"Atrn"	"Atrn"	chr2	+	130972224	130972346	130970004	130970225	130973376	130973515
7683	"Sfmbt2"	"Sfmbt2"	chr2	+	10381022	10381066	10380184	10380235	10393264	10393406
7684	"Sfmbt2"	"Sfmbt2"	chr2	+	10577528	10577627	10575335	10575511	10577814	10578131
7685	"Gatad2a"	"Gatad2a"	chr8	-	69912222	69912238	69911676	69911869	69912922	69913224
7686	"Gatad2a"	"Gatad2a"	chr8	-	69912163	69912238	69911676	69911869	69912922	69913224
7687	"Gatad2a"	"Gatad2a"	chr8	-	69916559	69916700	69916283	69916448	69917442	69917532
7688	"Gatad2a"	"Gatad2a"	chr8	-	69916568	69916700	69916283	69916448	69917442	69917532
7689	"Phf14"	"Phf14"	chr6	+	11987575	11987682	11987003	11987274	11988721	11988817
7690	"Phf14"	"Phf14"	chr6	+	11988721	11988817	11987003	11987274	11990028	11990132
7691	"Phf14"	"Phf14"	chr6	+	11933252	11934019	11926726	11926837	11941429	11941574
7692	"Dmd"	"Dmd"	chrX	+	83628566	83628698	83627261	83627446	83664047	83664236
7693	"Dmd"	"Dmd"	chrX	+	85197503	85197535	85190609	85190702	85202470	85205050
7694	"Lyar"	"Lyar"	chr5	+	38225888	38226003	38224626	38224797	38227854	38227962
7695	"Sncaip"	"Sncaip"	chr18	+	52908609	52908680	52906417	52907477	52915306	52915931
7696	"Sncaip"	"Sncaip"	chr18	+	52871301	52871481	52868538	52869407	52884967	52885081
7697	"Cyp7b1"	"Cyp7b1"	chr3	-	18079304	18079480	18071949	18072753	18096522	18096729
7698	"Scrib"	"Scrib"	chr15	-	76061738	76061801	76061133	76061223	76062669	76063047
7699	"Scrib"	"Scrib"	chr15	-	76061133	76061223	76060566	76060644	76062669	76063047
7700	"Scrib"	"Scrib"	chr15	-	76047921	76047996	76047620	76047672	76048114	76048152
7701	"Scrib"	"Scrib"	chr15	-	76049456	76049540	76049202	76049301	76050049	76050112
7702	"Pibf1"	"Pibf1"	chr14	+	99221558	99221643	99210939	99211070	99242838	99243009
7703	"Pibf1"	"Pibf1"	chr14	+	99186480	99186631	99179314	99179480	99187717	99187808
7704	"Pibf1"	"Pibf1"	chr14	+	99150642	99150741	99140536	99140662	99179314	99179480
7705	"BC064078"	"BC064078"	chr6	+	129002245	129002350	128993019	128993106	129006001	129006649
7706	"Thrap3"	"Thrap3"	chr4	-	126167469	126167665	126166930	126167074	126171693	126171881
7707	"Thrap3"	"Thrap3"	chr4	-	126186434	126186588	126179911	126180814	126202569	126202710
7708	"Lime1"	"Lime1"	chr2	+	181382798	181383160	181382615	181382703	181383257	181383628
7709	"Papd4"	"Papd4"	chr13	-	93159644	93159688	93154924	93155061	93167925	93168054
7710	"Lrrc16b"	"Lrrc16b"	chr14	+	55501829	55501893	55501458	55501593	55502224	55502433
7711	"Lrrc16b"	"Lrrc16b"	chr14	+	55494804	55494893	55494652	55494728	55495403	55495498
7712	"Atp2a2"	"Atp2a2"	chr5	-	122460640	122460976	122459975	122460196	122461565	122461784
7713	"Hnf1a"	"Hnf1a"	chr5	-	114955815	114956002	114955249	114955491	114960015	114960215
7714	"Hnf1a"	"Hnf1a"	chr5	-	114950925	114951044	114950693	114950838	114952578	114952770
7715	"Micall2"	"Micall2"	chr5	-	139709515	139709589	139708885	139709000	139709690	139709781
7716	"Micall2"	"Micall2"	chr5	-	139718222	139718413	139717438	139717554	139719243	139719385
7717	"Micall2"	"Micall2"	chr5	-	139719243	139719385	139718222	139718413	139721947	139721996
7718	"Micall2"	"Micall2"	chr5	-	139707061	139707108	139706692	139706909	139708885	139709000
7719	"Clec16a"	"Clec16a"	chr16	+	10691385	10691590	10688479	10688631	10694619	10694790
7720	"Clec16a"	"Clec16a"	chr16	+	10573293	10573423	10571493	10571599	10576501	10576676
7721	"Clec16a"	"Clec16a"	chr16	+	10573299	10573423	10571493	10571599	10576501	10576676
7722	"Tfip11"	"Tfip11"	chr5	+	112335572	112335715	112334859	112335103	112336014	112336180
7723	"Ptprn"	"Ptprn"	chr1	-	75254584	75254649	75253922	75254141	75254778	75254858
7724	"Tcl1"	"Tcl1"	chr12	-	105218707	105218829	105218222	105218292	105222532	105222737
7725	"Tcl1"	"Tcl1"	chr12	-	105218658	105218829	105218222	105218292	105222532	105222737
7726	"Tcl1"	"Tcl1"	chr12	-	105218222	105218292	105216754	105217701	105218658	105218829
7727	"Tm7sf3"	"Tm7sf3"	chr6	-	146609815	146609968	146607578	146607676	146610873	146610954
7728	"Mpdu1"	"Mpdu1"	chr11	-	69657935	69658021	69657724	69657843	69658565	69658698
7729	"Mpdu1"	"Mpdu1"	chr11	-	69657724	69657843	69657419	69657530	69658565	69658698
7730	"Nasp"	"Nasp"	chr4	-	116622766	116622814	116618869	116618980	116627331	116627429
7731	"Nasp"	"Nasp"	chr4	-	116611971	116612081	116605683	116605763	116614329	116614410
7732	"Nasp"	"Nasp"	chr4	-	116611971	116612081	116605683	116605763	116618869	116618980
7733	"Nasp"	"Nasp"	chr4	-	116614329	116614410	116611971	116612081	116618869	116618980
7734	"Nasp"	"Nasp"	chr4	-	116614329	116614410	116605683	116605763	116618869	116618980
7735	"Nasp"	"Nasp"	chr4	-	116610402	116611377	116605683	116605763	116611971	116612081
7736	"Bpifa1"	"Bpifa1"	chr2	+	154146041	154146191	154145626	154145734	154147244	154147323
7737	"Ncor1"	"Ncor1"	chr11	-	62349394	62349493	62345234	62345318	62351377	62351546
7738	"Ncor1"	"Ncor1"	chr11	-	62349352	62349493	62345234	62345318	62351377	62351546
7739	"Slc17a9"	"Slc17a9"	chr2	+	180733716	180733816	180732432	180732572	180735842	180735973
7740	"Ddx21"	"Ddx21"	chr10	-	62583053	62583098	62580246	62582607	62584630	62584765
7741	"Ttc39b"	"Ttc39b"	chr4	-	83232710	83232828	83230407	83230524	83237241	83237350
7742	"Gpr179"	"Gpr179"	chr11	-	97343237	97343376	97342586	97342692	97343608	97343847
7743	"Trim37"	"Trim37"	chr11	+	87201317	87201626	87196820	87197015	87205932	87206055
7744	"Abcc5"	"Abcc5"	chr16	-	20404565	20404713	20399805	20400039	20405388	20405544
7745	"Anapc7"	"Anapc7"	chr5	+	122429485	122429605	122428130	122428317	122432740	122432852
7746	"Gnl3"	"Gnl3"	chr14	-	31017807	31017866	31017275	31017413	31018928	31019131
7747	"Gnl3"	"Gnl3"	chr14	-	31014589	31014677	31014052	31014227	31014905	31015026
7748	"Gipc2"	"Gipc2"	chr3	-	152128035	152128216	152107940	152108047	152137572	152137758
7749	"Daam1"	"Daam1"	chr12	+	71946227	71946294	71945397	71945501	71946514	71946632
7750	"Daam1"	"Daam1"	chr12	+	71958746	71958773	71952451	71952559	71959805	71959912
7751	"Daam1"	"Daam1"	chr12	+	71977642	71977811	71976795	71976884	71980753	71980861
7752	"Tnfsf9"	"Tnfsf9"	chr17	+	57106249	57106286	57105384	57105860	57107040	57107757
7753	"Arfip2"	"Arfip2"	chr7	-	105637818	105638040	105637120	105637278	105638208	105638327
7754	"Gpr85"	"Gpr85"	chr6	-	13837998	13838122	13835073	13837073	13838559	13839179
7755	"Lrrc17"	"Lrrc17"	chr5	+	21560399	21561299	21543526	21543719	21570219	21570375
7756	"Fam57a"	"Fam57a"	chr11	+	76205253	76205455	76202551	76202635	76207127	76207223
7757	"Pcdh17"	"Pcdh17"	chr14	+	84477322	84477381	84443562	84448653	84477514	84477687
7758	"Clcn2"	"Clcn2"	chr16	-	20709101	20709315	20708633	20708767	20709569	20709680
7759	"Clcn2"	"Clcn2"	chr16	-	20707572	20707632	20707418	20707457	20707842	20707916
7760	"Ninj2"	"Ninj2"	chr6	+	120198642	120198827	120197902	120198134	120200012	120200338
7761	"Gspt1"	"Gspt1"	chr16	-	11229208	11229302	11228114	11228195	11230509	11230650
7762	"Myh7b"	"Myh7b"	chr2	+	155615400	155615497	155614467	155614495	155617523	155617547
7763	"Myh7b"	"Myh7b"	chr2	+	155614467	155614495	155614038	155614195	155617523	155617547
7764	"E130309D02Rik"	"E130309D02Rik"	chr5	-	143306765	143306805	143301071	143302003	143307615	143308140
7765	"Pdcd10"	"Pdcd10"	chr3	-	75528809	75528927	75527587	75527714	75541159	75541378
